source_file,row_index,model,prompt_id,task,topic,fact_id,prompt,normalized_prompt
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,620,distilbert-base-uncased,338,,culture,culture:odyssey,The Odyssey is attributed to [MASK].,the odyssey is attributed to mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,940,google/bert_uncased_L-2_H-128_A-2,338,,culture,culture:odyssey,The Odyssey is attributed to [MASK].,the odyssey is attributed to mask
experiments\02_local_perturbation_prediction\data\prompts.csv,300,,338,,culture,culture:odyssey,The Odyssey is attributed to [MASK].,the odyssey is attributed to mask
experiments\03_layerwise_k_structure\data\prompts.csv,300,,300,,culture,culture:odyssey,The Odyssey is attributed to [MASK].,the odyssey is attributed to mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,289,bert-base-uncased,327,,culture,culture:hamlet,The author of Hamlet was [MASK].,the author of hamlet was mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,609,distilbert-base-uncased,327,,culture,culture:hamlet,The author of Hamlet was [MASK].,the author of hamlet was mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,929,google/bert_uncased_L-2_H-128_A-2,327,,culture,culture:hamlet,The author of Hamlet was [MASK].,the author of hamlet was mask
experiments\02_local_perturbation_prediction\data\prompts.csv,289,,327,,culture,culture:hamlet,The author of Hamlet was [MASK].,the author of hamlet was mask
experiments\03_layerwise_k_structure\data\prompts.csv,289,,289,,culture,culture:hamlet,The author of Hamlet was [MASK].,the author of hamlet was mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,11,distilbert-base-uncased,12,ambiguous_open,polysemy,ambiguous_open:160,The bank was beside the [MASK].,the bank was beside the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,44,bert-base-uncased,12,ambiguous_open,polysemy,ambiguous_open:160,The bank was beside the [MASK].,the bank was beside the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,77,google/bert_uncased_L-2_H-128_A-2,12,ambiguous_open,polysemy,ambiguous_open:160,The bank was beside the [MASK].,the bank was beside the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,6,distilbert-base-uncased,6,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,39,bert-base-uncased,6,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,72,google/bert_uncased_L-2_H-128_A-2,6,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,20,distilbert-base-uncased,21,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,43,bert-base-uncased,21,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,66,google/bert_uncased_L-2_H-128_A-2,21,ambiguous_open,polysemy,ambiguous_open:161,The bat flew out of the [MASK].,the bat flew out of the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,30,bert-base-uncased,30,,capital,capital:austria,The capital of Austria is [MASK].,the capital of austria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,350,distilbert-base-uncased,30,,capital,capital:austria,The capital of Austria is [MASK].,the capital of austria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,670,google/bert_uncased_L-2_H-128_A-2,30,,capital,capital:austria,The capital of Austria is [MASK].,the capital of austria is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,30,,30,,capital,capital:austria,The capital of Austria is [MASK].,the capital of austria is mask
experiments\03_layerwise_k_structure\data\prompts.csv,30,,30,,capital,capital:austria,The capital of Austria is [MASK].,the capital of austria is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,17,distilbert-base-uncased,20,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,50,bert-base-uncased,20,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,83,google/bert_uncased_L-2_H-128_A-2,20,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,14,distilbert-base-uncased,14,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,37,bert-base-uncased,14,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,60,google/bert_uncased_L-2_H-128_A-2,14,factual_simple,capital,factual_simple:9,The capital of Austria is [MASK].,the capital of austria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,33,bert-base-uncased,33,,capital,capital:belgium,The capital of Belgium is [MASK].,the capital of belgium is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,353,distilbert-base-uncased,33,,capital,capital:belgium,The capital of Belgium is [MASK].,the capital of belgium is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,673,google/bert_uncased_L-2_H-128_A-2,33,,capital,capital:belgium,The capital of Belgium is [MASK].,the capital of belgium is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,33,,33,,capital,capital:belgium,The capital of Belgium is [MASK].,the capital of belgium is mask
experiments\03_layerwise_k_structure\data\prompts.csv,33,,33,,capital,capital:belgium,The capital of Belgium is [MASK].,the capital of belgium is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,54,bert-base-uncased,54,,capital,capital:bulgaria,The capital of Bulgaria is [MASK].,the capital of bulgaria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,374,distilbert-base-uncased,54,,capital,capital:bulgaria,The capital of Bulgaria is [MASK].,the capital of bulgaria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,694,google/bert_uncased_L-2_H-128_A-2,54,,capital,capital:bulgaria,The capital of Bulgaria is [MASK].,the capital of bulgaria is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,54,,54,,capital,capital:bulgaria,The capital of Bulgaria is [MASK].,the capital of bulgaria is mask
experiments\03_layerwise_k_structure\data\prompts.csv,54,,54,,capital,capital:bulgaria,The capital of Bulgaria is [MASK].,the capital of bulgaria is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,90,bert-base-uncased,90,,capital,capital:chile,The capital of Chile is [MASK].,the capital of chile is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,410,distilbert-base-uncased,90,,capital,capital:chile,The capital of Chile is [MASK].,the capital of chile is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,730,google/bert_uncased_L-2_H-128_A-2,90,,capital,capital:chile,The capital of Chile is [MASK].,the capital of chile is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,90,,90,,capital,capital:chile,The capital of Chile is [MASK].,the capital of chile is mask
experiments\03_layerwise_k_structure\data\prompts.csv,90,,90,,capital,capital:chile,The capital of Chile is [MASK].,the capital of chile is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,15,bert-base-uncased,15,,capital,capital:china,The capital of China is [MASK].,the capital of china is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,335,distilbert-base-uncased,15,,capital,capital:china,The capital of China is [MASK].,the capital of china is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,655,google/bert_uncased_L-2_H-128_A-2,15,,capital,capital:china,The capital of China is [MASK].,the capital of china is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,15,,15,,capital,capital:china,The capital of China is [MASK].,the capital of china is mask
experiments\03_layerwise_k_structure\data\prompts.csv,15,,15,,capital,capital:china,The capital of China is [MASK].,the capital of china is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,60,bert-base-uncased,60,,capital,capital:croatia,The capital of Croatia is [MASK].,the capital of croatia is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,380,distilbert-base-uncased,60,,capital,capital:croatia,The capital of Croatia is [MASK].,the capital of croatia is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,700,google/bert_uncased_L-2_H-128_A-2,60,,capital,capital:croatia,The capital of Croatia is [MASK].,the capital of croatia is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,60,,60,,capital,capital:croatia,The capital of Croatia is [MASK].,the capital of croatia is mask
experiments\03_layerwise_k_structure\data\prompts.csv,60,,60,,capital,capital:croatia,The capital of Croatia is [MASK].,the capital of croatia is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,93,bert-base-uncased,93,,capital,capital:cuba,The capital of Cuba is [MASK].,the capital of cuba is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,413,distilbert-base-uncased,93,,capital,capital:cuba,The capital of Cuba is [MASK].,the capital of cuba is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,733,google/bert_uncased_L-2_H-128_A-2,93,,capital,capital:cuba,The capital of Cuba is [MASK].,the capital of cuba is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,93,,93,,capital,capital:cuba,The capital of Cuba is [MASK].,the capital of cuba is mask
experiments\03_layerwise_k_structure\data\prompts.csv,93,,93,,capital,capital:cuba,The capital of Cuba is [MASK].,the capital of cuba is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,21,bert-base-uncased,21,,capital,capital:egypt,The capital of Egypt is [MASK].,the capital of egypt is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,341,distilbert-base-uncased,21,,capital,capital:egypt,The capital of Egypt is [MASK].,the capital of egypt is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,661,google/bert_uncased_L-2_H-128_A-2,21,,capital,capital:egypt,The capital of Egypt is [MASK].,the capital of egypt is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,21,,21,,capital,capital:egypt,The capital of Egypt is [MASK].,the capital of egypt is mask
experiments\03_layerwise_k_structure\data\prompts.csv,21,,21,,capital,capital:egypt,The capital of Egypt is [MASK].,the capital of egypt is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,36,bert-base-uncased,36,,capital,capital:finland,The capital of Finland is [MASK].,the capital of finland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,356,distilbert-base-uncased,36,,capital,capital:finland,The capital of Finland is [MASK].,the capital of finland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,676,google/bert_uncased_L-2_H-128_A-2,36,,capital,capital:finland,The capital of Finland is [MASK].,the capital of finland is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,36,,36,,capital,capital:finland,The capital of Finland is [MASK].,the capital of finland is mask
experiments\03_layerwise_k_structure\data\prompts.csv,36,,36,,capital,capital:finland,The capital of Finland is [MASK].,the capital of finland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,0,bert-base-uncased,0,,capital,capital:france,The capital of France is [MASK].,the capital of france is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,320,distilbert-base-uncased,0,,capital,capital:france,The capital of France is [MASK].,the capital of france is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,640,google/bert_uncased_L-2_H-128_A-2,0,,capital,capital:france,The capital of France is [MASK].,the capital of france is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,0,,0,,capital,capital:france,The capital of France is [MASK].,the capital of france is mask
experiments\03_layerwise_k_structure\data\prompts.csv,0,,0,,capital,capital:france,The capital of France is [MASK].,the capital of france is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,3,bert-base-uncased,3,,capital,capital:germany,The capital of Germany is [MASK].,the capital of germany is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,323,distilbert-base-uncased,3,,capital,capital:germany,The capital of Germany is [MASK].,the capital of germany is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,643,google/bert_uncased_L-2_H-128_A-2,3,,capital,capital:germany,The capital of Germany is [MASK].,the capital of germany is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,3,,3,,capital,capital:germany,The capital of Germany is [MASK].,the capital of germany is mask
experiments\03_layerwise_k_structure\data\prompts.csv,3,,3,,capital,capital:germany,The capital of Germany is [MASK].,the capital of germany is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,24,bert-base-uncased,24,,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,344,distilbert-base-uncased,24,,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,664,google/bert_uncased_L-2_H-128_A-2,24,,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,24,,24,,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\03_layerwise_k_structure\data\prompts.csv,24,,24,,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,1,distilbert-base-uncased,1,factual_deep,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,34,bert-base-uncased,1,factual_deep,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,67,google/bert_uncased_L-2_H-128_A-2,1,factual_deep,capital,capital:greece,The capital of Greece is [MASK].,the capital of greece is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,48,bert-base-uncased,48,,capital,capital:hungary,The capital of Hungary is [MASK].,the capital of hungary is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,368,distilbert-base-uncased,48,,capital,capital:hungary,The capital of Hungary is [MASK].,the capital of hungary is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,688,google/bert_uncased_L-2_H-128_A-2,48,,capital,capital:hungary,The capital of Hungary is [MASK].,the capital of hungary is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,48,,48,,capital,capital:hungary,The capital of Hungary is [MASK].,the capital of hungary is mask
experiments\03_layerwise_k_structure\data\prompts.csv,48,,48,,capital,capital:hungary,The capital of Hungary is [MASK].,the capital of hungary is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,66,bert-base-uncased,66,,capital,capital:iran,The capital of Iran is [MASK].,the capital of iran is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,386,distilbert-base-uncased,66,,capital,capital:iran,The capital of Iran is [MASK].,the capital of iran is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,706,google/bert_uncased_L-2_H-128_A-2,66,,capital,capital:iran,The capital of Iran is [MASK].,the capital of iran is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,66,,66,,capital,capital:iran,The capital of Iran is [MASK].,the capital of iran is mask
experiments\03_layerwise_k_structure\data\prompts.csv,66,,66,,capital,capital:iran,The capital of Iran is [MASK].,the capital of iran is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,69,bert-base-uncased,69,,capital,capital:iraq,The capital of Iraq is [MASK].,the capital of iraq is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,389,distilbert-base-uncased,69,,capital,capital:iraq,The capital of Iraq is [MASK].,the capital of iraq is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,709,google/bert_uncased_L-2_H-128_A-2,69,,capital,capital:iraq,The capital of Iraq is [MASK].,the capital of iraq is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,69,,69,,capital,capital:iraq,The capital of Iraq is [MASK].,the capital of iraq is mask
experiments\03_layerwise_k_structure\data\prompts.csv,69,,69,,capital,capital:iraq,The capital of Iraq is [MASK].,the capital of iraq is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,6,bert-base-uncased,6,,capital,capital:italy,The capital of Italy is [MASK].,the capital of italy is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,326,distilbert-base-uncased,6,,capital,capital:italy,The capital of Italy is [MASK].,the capital of italy is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,646,google/bert_uncased_L-2_H-128_A-2,6,,capital,capital:italy,The capital of Italy is [MASK].,the capital of italy is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,6,,6,,capital,capital:italy,The capital of Italy is [MASK].,the capital of italy is mask
experiments\03_layerwise_k_structure\data\prompts.csv,6,,6,,capital,capital:italy,The capital of Italy is [MASK].,the capital of italy is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,32,distilbert-base-uncased,35,factual_simple,capital,factual_simple:1,The capital of Italy is [MASK].,the capital of italy is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,65,bert-base-uncased,35,factual_simple,capital,factual_simple:1,The capital of Italy is [MASK].,the capital of italy is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,98,google/bert_uncased_L-2_H-128_A-2,35,factual_simple,capital,factual_simple:1,The capital of Italy is [MASK].,the capital of italy is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,96,bert-base-uncased,96,,capital,capital:jamaica,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,416,distilbert-base-uncased,96,,capital,capital:jamaica,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,736,google/bert_uncased_L-2_H-128_A-2,96,,capital,capital:jamaica,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,96,,96,,capital,capital:jamaica,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\03_layerwise_k_structure\data\prompts.csv,96,,96,,capital,capital:jamaica,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,2,distilbert-base-uncased,2,factual_simple,capital,factual_simple:32,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,35,bert-base-uncased,2,factual_simple,capital,factual_simple:32,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,68,google/bert_uncased_L-2_H-128_A-2,2,factual_simple,capital,factual_simple:32,The capital of Jamaica is [MASK].,the capital of jamaica is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,12,bert-base-uncased,12,,capital,capital:japan,The capital of Japan is [MASK].,the capital of japan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,332,distilbert-base-uncased,12,,capital,capital:japan,The capital of Japan is [MASK].,the capital of japan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,652,google/bert_uncased_L-2_H-128_A-2,12,,capital,capital:japan,The capital of Japan is [MASK].,the capital of japan is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,12,,12,,capital,capital:japan,The capital of Japan is [MASK].,the capital of japan is mask
experiments\03_layerwise_k_structure\data\prompts.csv,12,,12,,capital,capital:japan,The capital of Japan is [MASK].,the capital of japan is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,5,distilbert-base-uncased,5,factual_simple,capital,factual_simple:3,The capital of Japan is [MASK].,the capital of japan is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,28,bert-base-uncased,5,factual_simple,capital,factual_simple:3,The capital of Japan is [MASK].,the capital of japan is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,51,google/bert_uncased_L-2_H-128_A-2,5,factual_simple,capital,factual_simple:3,The capital of Japan is [MASK].,the capital of japan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,75,bert-base-uncased,75,,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,395,distilbert-base-uncased,75,,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,715,google/bert_uncased_L-2_H-128_A-2,75,,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,75,,75,,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\03_layerwise_k_structure\data\prompts.csv,75,,75,,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\controls\full_vocab_sanity\outputs\prompt_tables.csv,4,google/bert_uncased_L-2_H-128_A-2,4,factual_deep,capital,capital:jordan,The capital of Jordan is [MASK].,the capital of jordan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,78,bert-base-uncased,78,,capital,capital:lebanon,The capital of Lebanon is [MASK].,the capital of lebanon is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,398,distilbert-base-uncased,78,,capital,capital:lebanon,The capital of Lebanon is [MASK].,the capital of lebanon is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,718,google/bert_uncased_L-2_H-128_A-2,78,,capital,capital:lebanon,The capital of Lebanon is [MASK].,the capital of lebanon is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,78,,78,,capital,capital:lebanon,The capital of Lebanon is [MASK].,the capital of lebanon is mask
experiments\03_layerwise_k_structure\data\prompts.csv,78,,78,,capital,capital:lebanon,The capital of Lebanon is [MASK].,the capital of lebanon is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,102,bert-base-uncased,120,,capital,capital:nepal,The capital of Nepal is [MASK].,the capital of nepal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,422,distilbert-base-uncased,120,,capital,capital:nepal,The capital of Nepal is [MASK].,the capital of nepal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,742,google/bert_uncased_L-2_H-128_A-2,120,,capital,capital:nepal,The capital of Nepal is [MASK].,the capital of nepal is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,102,,120,,capital,capital:nepal,The capital of Nepal is [MASK].,the capital of nepal is mask
experiments\03_layerwise_k_structure\data\prompts.csv,102,,102,,capital,capital:nepal,The capital of Nepal is [MASK].,the capital of nepal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,39,bert-base-uncased,39,,capital,capital:norway,The capital of Norway is [MASK].,the capital of norway is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,359,distilbert-base-uncased,39,,capital,capital:norway,The capital of Norway is [MASK].,the capital of norway is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,679,google/bert_uncased_L-2_H-128_A-2,39,,capital,capital:norway,The capital of Norway is [MASK].,the capital of norway is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,39,,39,,capital,capital:norway,The capital of Norway is [MASK].,the capital of norway is mask
experiments\03_layerwise_k_structure\data\prompts.csv,39,,39,,capital,capital:norway,The capital of Norway is [MASK].,the capital of norway is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,105,bert-base-uncased,123,,capital,capital:pakistan,The capital of Pakistan is [MASK].,the capital of pakistan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,425,distilbert-base-uncased,123,,capital,capital:pakistan,The capital of Pakistan is [MASK].,the capital of pakistan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,745,google/bert_uncased_L-2_H-128_A-2,123,,capital,capital:pakistan,The capital of Pakistan is [MASK].,the capital of pakistan is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,105,,123,,capital,capital:pakistan,The capital of Pakistan is [MASK].,the capital of pakistan is mask
experiments\03_layerwise_k_structure\data\prompts.csv,105,,105,,capital,capital:pakistan,The capital of Pakistan is [MASK].,the capital of pakistan is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,87,bert-base-uncased,87,,capital,capital:peru,The capital of Peru is [MASK].,the capital of peru is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,407,distilbert-base-uncased,87,,capital,capital:peru,The capital of Peru is [MASK].,the capital of peru is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,727,google/bert_uncased_L-2_H-128_A-2,87,,capital,capital:peru,The capital of Peru is [MASK].,the capital of peru is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,87,,87,,capital,capital:peru,The capital of Peru is [MASK].,the capital of peru is mask
experiments\03_layerwise_k_structure\data\prompts.csv,87,,87,,capital,capital:peru,The capital of Peru is [MASK].,the capital of peru is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,45,bert-base-uncased,45,,capital,capital:poland,The capital of Poland is [MASK].,the capital of poland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,365,distilbert-base-uncased,45,,capital,capital:poland,The capital of Poland is [MASK].,the capital of poland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,685,google/bert_uncased_L-2_H-128_A-2,45,,capital,capital:poland,The capital of Poland is [MASK].,the capital of poland is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,45,,45,,capital,capital:poland,The capital of Poland is [MASK].,the capital of poland is mask
experiments\03_layerwise_k_structure\data\prompts.csv,45,,45,,capital,capital:poland,The capital of Poland is [MASK].,the capital of poland is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,27,bert-base-uncased,27,,capital,capital:portugal,The capital of Portugal is [MASK].,the capital of portugal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,347,distilbert-base-uncased,27,,capital,capital:portugal,The capital of Portugal is [MASK].,the capital of portugal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,667,google/bert_uncased_L-2_H-128_A-2,27,,capital,capital:portugal,The capital of Portugal is [MASK].,the capital of portugal is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,27,,27,,capital,capital:portugal,The capital of Portugal is [MASK].,the capital of portugal is mask
experiments\03_layerwise_k_structure\data\prompts.csv,27,,27,,capital,capital:portugal,The capital of Portugal is [MASK].,the capital of portugal is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,51,bert-base-uncased,51,,capital,capital:romania,The capital of Romania is [MASK].,the capital of romania is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,371,distilbert-base-uncased,51,,capital,capital:romania,The capital of Romania is [MASK].,the capital of romania is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,691,google/bert_uncased_L-2_H-128_A-2,51,,capital,capital:romania,The capital of Romania is [MASK].,the capital of romania is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,51,,51,,capital,capital:romania,The capital of Romania is [MASK].,the capital of romania is mask
experiments\03_layerwise_k_structure\data\prompts.csv,51,,51,,capital,capital:romania,The capital of Romania is [MASK].,the capital of romania is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,18,bert-base-uncased,18,,capital,capital:russia,The capital of Russia is [MASK].,the capital of russia is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,338,distilbert-base-uncased,18,,capital,capital:russia,The capital of Russia is [MASK].,the capital of russia is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,658,google/bert_uncased_L-2_H-128_A-2,18,,capital,capital:russia,The capital of Russia is [MASK].,the capital of russia is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,18,,18,,capital,capital:russia,The capital of Russia is [MASK].,the capital of russia is mask
experiments\03_layerwise_k_structure\data\prompts.csv,18,,18,,capital,capital:russia,The capital of Russia is [MASK].,the capital of russia is mask
