model,prompt_id,prompt,target,target_id,topic,fact_id,template_id,prompt_observed_condition,target_rank_final,final_top1_token,final_top1_prob_topk,final_top8_tokens
distilbert-base-uncased,198,The currency of Germany is the [MASK].,euro,9944,currency,currency:germany,t0,correct,1,euro,0.9125762590225076,euro pound dollar deutsche cfa eagle palatinate yen
distilbert-base-uncased,199,People in Germany pay with the [MASK].,euro,9944,currency,currency:germany,t1,correct,1,euro,0.3265012380746113,euro tax wage money taxes fee currency euros
distilbert-base-uncased,200,The currency of France is the [MASK].,euro,9944,currency,currency:france,t0,correct,1,euro,0.7727842399443119,euro cfa dollar pound yen sterling francs nord
distilbert-base-uncased,201,People in France pay with the [MASK].,euro,9944,currency,currency:france,t1,correct,1,euro,0.2029128989997861,euro tax taxes wage money fee wages fees
distilbert-base-uncased,202,The currency of Italy is the [MASK].,euro,9944,currency,currency:italy,t0,correct,1,euro,0.7741698280195787,euro dollar pound cfa republic fiat penny italian
distilbert-base-uncased,203,People in Italy pay with the [MASK].,euro,9944,currency,currency:italy,t1,correct,1,euro,0.2659399044080785,euro tax taxes money wage fare fee euros
distilbert-base-uncased,204,The currency of Spain is the [MASK].,euro,9944,currency,currency:spain,t0,correct,1,euro,0.8842469086263836,euro dollar pound bolivar spanish currency sterling cfa
distilbert-base-uncased,205,People in Spain pay with the [MASK].,euro,9944,currency,currency:spain,t1,correct,1,euro,0.2304117381119605,euro tax taxes money wage wages currency fare
distilbert-base-uncased,208,The largest planet is [MASK].,jupiter,13035,science,science:largest_planet,t0,correct,1,jupiter,0.2355737162891351,jupiter venus neptune pluto saturn mercury mars titan
distilbert-base-uncased,209,[MASK] is the largest planet in the solar system.,jupiter,13035,science,science:largest_planet,t1,error,4,pluto,0.2327493838388326,pluto neptune venus jupiter saturn it titan earth
distilbert-base-uncased,210,The nearest star to Earth is the [MASK].,sun,3103,science,science:nearest_star,t0,correct,1,sun,0.8523152711722874,sun moon sirius vega ira star earth zenith
distilbert-base-uncased,211,Earth orbits the [MASK].,sun,3103,science,science:nearest_star,t1,correct,1,sun,0.4625443564282139,sun moon equator earth planet star asteroid galaxy
distilbert-base-uncased,212,The red planet is [MASK].,mars,7733,science,science:red_planet,t0,error,3,jupiter,0.1131790623206218,jupiter unnamed mars neutral unknown destroyed uninhabited venus
distilbert-base-uncased,213,[MASK] is often called the red planet.,mars,7733,science,science:red_planet,t1,error,5,pluto,0.3032767374035924,pluto it venus jupiter mars earth saturn neptune
distilbert-base-uncased,214,Humans breathe [MASK].,oxygen,7722,science,science:breathing_gas,t0,error,7,freely,0.1643315252521795,freely deeply air naturally smoke underwater oxygen differently
distilbert-base-uncased,215,The gas humans need to breathe is [MASK].,oxygen,7722,science,science:breathing_gas,t1,error,53,toxic,0.1938720386401554,toxic poisonous lethal scarce volatile enormous deadly immense
distilbert-base-uncased,218,The heart pumps [MASK].,blood,2668,science,science:heart,t0,error,26,faster,0.1635036141266563,faster rapidly furiously wildly constantly vigorously slowly freely
distilbert-base-uncased,219,[MASK] is pumped by the heart.,blood,2668,science,science:heart,t1,correct,1,blood,0.3128166090960757,blood water oxygen urine it insulin air electricity
distilbert-base-uncased,220,Bees make [MASK].,honey,6861,science,science:bee_product,t0,error,2,nests,0.6193765100010551,nests honey eggs nest bread flowers noises cakes
distilbert-base-uncased,221,[MASK] is made by bees.,honey,6861,science,science:bee_product,t1,correct,1,honey,0.4770025274182917,honey pollen it flour food nectar coffee cheese
distilbert-base-uncased,222,A spider spins a [MASK].,web,4773,science,science:spider_web,t0,correct,1,web,0.2921202587970791,web leaf stick ball candle circle switch wire
distilbert-base-uncased,223,Spiders are known for spinning a [MASK].,web,4773,science,science:spider_web,t1,correct,1,web,0.3986948744206234,web thread leaf yarn propeller stick net whip
distilbert-base-uncased,224,Gold is a [MASK].,metal,3384,science,science:gold,t0,error,14,color,0.1905472636823603,color colour mineral commodity surname symbol trademark coin
distilbert-base-uncased,225,Iron and gold are both [MASK].,metal,3384,science,science:gold,t1,error,174,mined,0.2230375327747281,mined metals rare common abundant commodities minerals precious
distilbert-base-uncased,226,Two plus two equals [MASK].,four,2176,math,math:2+2,t0,error,4,zero,0.3179980104634289,zero one three four two five seven equals
distilbert-base-uncased,227,The sum of two and two is [MASK].,four,2176,math,math:2+2,t1,error,185,zero,0.2073720168421331,zero finite odd trivial infinite unity additive prime
distilbert-base-uncased,228,Five minus two equals [MASK].,three,2093,math,math:5-2,t0,error,7,zero,0.2495066987204999,zero five seven six four one three ten
distilbert-base-uncased,229,Subtracting two from five gives [MASK].,three,2093,math,math:5-2,t1,error,9,zero,0.1130818787775153,zero multiplication continuity equality rise one results each
distilbert-base-uncased,230,Ten divided by two equals [MASK].,five,2274,math,math:10/2,t0,error,4,zero,0.100073303122012,zero equals ten five eleven four six seven
distilbert-base-uncased,231,Half of ten is [MASK].,five,2274,math,math:10/2,t1,error,1033,female,0.1264167006461138,female male eliminated wasted edible free lost missing
distilbert-base-uncased,232,Three plus four equals [MASK].,seven,2698,math,math:3+4,t0,error,4,zero,0.2040761102095606,zero four five seven one two six three
distilbert-base-uncased,233,The sum of three and four is [MASK].,seven,2698,math,math:3+4,t1,error,140,zero,0.2018057011738453,zero finite infinite odd trivial prime unity given
distilbert-base-uncased,234,Six plus three equals [MASK].,nine,3157,math,math:6+3,t0,error,7,zero,0.1613437535940979,zero seven five six four ten nine eight
distilbert-base-uncased,235,The sum of six and three is [MASK].,nine,3157,math,math:6+3,t1,error,141,zero,0.1937868493403186,zero odd finite infinite equal prime unity trivial
distilbert-base-uncased,236,Twelve divided by three equals [MASK].,four,2176,math,math:12/3,t0,error,3,equals,0.0698040000087239,equals seven four six eleven five twelve zero
distilbert-base-uncased,237,One third of twelve is [MASK].,four,2176,math,math:12/3,t1,error,805,preserved,0.0705262098995542,preserved omitted female white counted black sacred male
distilbert-base-uncased,238,A square has [MASK] sides.,four,2176,math,math:square_sides,t0,correct,1,four,0.276267043380823,four three two six five eight seven 4
distilbert-base-uncased,239,The number of sides in a square is [MASK].,four,2176,math,math:square_sides,t1,error,38,zero,0.1305288617393386,zero finite infinite unknown odd 1 arbitrary given
distilbert-base-uncased,240,A triangle has [MASK] sides.,three,2093,math,math:triangle_sides,t0,error,3,two,0.2178450074175569,two four three opposite six multiple both eight
distilbert-base-uncased,241,The number of sides in a triangle is [MASK].,three,2093,math,math:triangle_sides,t1,error,29,zero,0.1111566489018103,zero finite infinite 1 odd unknown 2 3
distilbert-base-uncased,242,The opposite of hot is [MASK].,cold,3147,antonym,antonym:hot,t0,error,2,hot,0.5759923510169098,hot cold heat negative cool hotter neutral yellow
distilbert-base-uncased,243,Hot has the opposite meaning of [MASK].,cold,3147,antonym,antonym:hot,t1,error,3,hot,0.5206829075959459,hot heat cold fire cool temperature warm coffee
distilbert-base-uncased,244,The opposite of up is [MASK].,down,2091,antonym,antonym:up,t0,error,13,negative,0.1635822047151548,negative zero up positive opposite true wrong right
distilbert-base-uncased,245,Up has the opposite meaning of [MASK].,down,2091,antonym,antonym:up,t1,error,28,up,0.1268980846079348,up u zero unity heaven p xp infinity
distilbert-base-uncased,246,The opposite of left is [MASK].,right,2157,antonym,antonym:left,t0,error,2,reversed,0.1327764388882702,reversed right diagonal left zero positive horizontal negative
distilbert-base-uncased,247,Left has the opposite meaning of [MASK].,right,2157,antonym,antonym:left,t1,correct,1,right,0.1577592945059318,right left equality unity plurality truth infinity freedom
distilbert-base-uncased,248,The opposite of day is [MASK].,night,2305,antonym,antonym:day,t0,error,3,day,0.0996230084243879,day thursday night dusk tuesday evening monday sunday
distilbert-base-uncased,249,Day has the opposite meaning of [MASK].,night,2305,antonym,antonym:day,t1,error,10,day,0.3660209852547132,day month eve spring noon thursday summer monday
distilbert-base-uncased,250,The opposite of yes is [MASK].,no,2053,antonym,antonym:yes,t0,error,11,yes,0.2900866436832234,yes true false impossible negative wrong correct zero
distilbert-base-uncased,251,Yes has the opposite meaning of [MASK].,no,2053,antonym,antonym:yes,t1,error,11,yes,0.6875961702130495,yes truth happiness infinity everything zero equality god
distilbert-base-uncased,252,The opposite of black is [MASK].,white,2317,antonym,antonym:black,t0,error,2,black,0.3416287250103075,black white yellow blue reversed red green brown
distilbert-base-uncased,253,Black has the opposite meaning of [MASK].,white,2317,antonym,antonym:black,t1,error,2,black,0.3350705848409534,black white color yellow colour red blue gold
distilbert-base-uncased,254,The opposite of old is [MASK].,new,2047,antonym,antonym:old,t0,error,3,old,0.1233283257690945,old unknown new obsolete true common modern gone
distilbert-base-uncased,255,Old has the opposite meaning of [MASK].,new,2047,antonym,antonym:old,t1,error,19,old,0.415943966815481,old age wisdom history religion death aging modern
distilbert-base-uncased,256,The opposite of fast is [MASK].,slow,4030,antonym,antonym:fast,t0,error,2,fast,0.325880491054199,fast slow true speed faster slower symmetric continuous
distilbert-base-uncased,257,Fast has the opposite meaning of [MASK].,slow,4030,antonym,antonym:fast,t1,error,3,fast,0.3615125610990273,fast speed slow lightning time entropy velocity money
distilbert-base-uncased,258,The opposite of happy is [MASK].,sad,6517,antonym,antonym:happy,t0,error,3,happy,0.3439146052254154,happy happiness sad love negative selfish true bad
distilbert-base-uncased,259,Happy has the opposite meaning of [MASK].,sad,6517,antonym,antonym:happy,t1,error,24,happiness,0.670929878651152,happiness happy joy love life satisfaction money karma
distilbert-base-uncased,260,The opposite of early is [MASK].,late,2397,antonym,antonym:early,t0,error,326,unknown,0.2189201312591254,unknown uncertain unclear true apparent evident expected possible
distilbert-base-uncased,261,Early has the opposite meaning of [MASK].,late,2397,antonym,antonym:early,t1,error,60,vowels,0.0622515710860631,vowels prophecy entropy spring age early time verbs
distilbert-base-uncased,262,The plural of child is [MASK].,children,2336,plural,plural:child,t0,error,2337,masculine,0.2595070866602931,masculine feminine plural singular unknown possessive omitted male
distilbert-base-uncased,263,More than one child are called [MASK].,children,2336,plural,plural:child,t1,error,2,twins,0.1689384748997557,twins children siblings orphans sisters infants slaves mothers
distilbert-base-uncased,264,The plural of mouse is [MASK].,mice,12328,plural,plural:mouse,t0,error,16,mouse,0.4192770736201753,mouse feminine unknown masculine plural imperative pronounced english
distilbert-base-uncased,265,More than one mouse are called [MASK].,mice,12328,plural,plural:mouse,t1,correct,1,mice,0.659730845403989,mice mouse cats bats rodents mammals rats monkeys
distilbert-base-uncased,266,The plural of foot is [MASK].,feet,2519,plural,plural:foot,t0,error,513,plural,0.1867812660154271,plural masculine feminine singular optional unknown latin pronounced
distilbert-base-uncased,267,More than one foot are called [MASK].,feet,2519,plural,plural:foot,t1,error,2,toes,0.3414387580492091,toes feet nails heels inches legs spurs foot
distilbert-base-uncased,268,The plural of tooth is [MASK].,teeth,4091,plural,plural:tooth,t0,error,372,dental,0.187536771349995,dental plural feminine masculine singular pronounced acute omitted
distilbert-base-uncased,269,More than one tooth are called [MASK].,teeth,4091,plural,plural:tooth,t1,correct,1,teeth,0.5648885919141046,teeth jaws nails holes crowns fangs claws lobes
distilbert-base-uncased,270,The plural of goose is [MASK].,geese,28519,plural,plural:goose,t0,error,4,goose,0.4399338708075052,goose unknown plural geese feminine pie masculine pronounced
distilbert-base-uncased,271,More than one goose are called [MASK].,geese,28519,plural,plural:goose,t1,correct,1,geese,0.6094382257083746,geese goose ducks swans cranes chickens birds ravens
distilbert-base-uncased,272,The plural of man is [MASK].,men,2273,plural,plural:man,t0,error,246,masculine,0.3999384298161038,masculine plural singular feminine indefinite male unknown finite
distilbert-base-uncased,273,More than one man are called [MASK].,men,2273,plural,plural:man,t1,error,7,slaves,0.0718266441517018,slaves devils presidents fellows saints jesus men gentlemen
distilbert-base-uncased,274,The plural of woman is [MASK].,women,2308,plural,plural:woman,t0,error,20,feminine,0.5377847789102149,feminine masculine plural singular female gender unknown male
distilbert-base-uncased,275,More than one woman are called [MASK].,women,2308,plural,plural:woman,t1,correct,1,women,0.1494330914392638,women prostitutes slaves nurses sisters wives witches mothers
distilbert-base-uncased,276,The plural of person is [MASK].,people,2111,plural,plural:person,t0,error,2724,plural,0.2359161773597424,plural singular masculine unknown indefinite feminine possessive unmarked
distilbert-base-uncased,277,More than one person are called [MASK].,people,2111,plural,plural:person,t1,error,4,slaves,0.0803395694781776,slaves themselves individuals people fellows witnesses ghosts persons
distilbert-base-uncased,278,The plural of leaf is [MASK].,leaves,3727,plural,plural:leaf,t0,error,221,plural,0.1802406016855881,plural feminine singular masculine unknown omitted rounded latin
distilbert-base-uncased,279,More than one leaf are called [MASK].,leaves,3727,plural,plural:leaf,t1,correct,1,leaves,0.1711493559349174,leaves leaflets seeds stems cones trees petals nodes
distilbert-base-uncased,280,The plural of knife is [MASK].,knives,13227,plural,plural:knife,t0,error,5,knife,0.1631104650570689,knife plural unknown masculine knives feminine simple sharp
distilbert-base-uncased,281,More than one knife are called [MASK].,knives,13227,plural,plural:knife,t1,correct,1,knives,0.8714238565300566,knives scissors daggers blades swords knife forks axes
distilbert-base-uncased,282,A person who teaches is a [MASK].,teacher,3836,role,role:teaches,t0,correct,1,teacher,0.3066727056212915,teacher christian philosopher person psychologist liar student muslim
distilbert-base-uncased,283,Someone who teaches can be called a [MASK].,teacher,3836,role,role:teaches,t1,correct,1,teacher,0.5428318116292545,teacher professor master mentor tutor scholar counselor philosopher
distilbert-base-uncased,284,A person who drives a bus is a [MASK].,driver,4062,role,role:drives_a_bus,t0,correct,1,driver,0.318144875641382,driver pedestrian cyclist passenger person thief policeman criminal
distilbert-base-uncased,285,Someone who drives a bus can be called a [MASK].,driver,4062,role,role:drives_a_bus,t1,correct,1,driver,0.4004167002349127,driver bus cab passenger taxi cyclist mechanic coach
distilbert-base-uncased,286,A person who writes books is a [MASK].,author,3166,role,role:writes_books,t0,error,9,writer,0.3405346858129719,writer novelist librarian poet journalist publisher person pseudonym
distilbert-base-uncased,287,Someone who writes books can be called a [MASK].,author,3166,role,role:writes_books,t1,error,13,writer,0.1775530453935365,writer translator novelist librarian journalist publisher poet critic
distilbert-base-uncased,288,A person who studies science is a [MASK].,scientist,7155,role,role:studies_science,t0,correct,1,scientist,0.1870162806681121,scientist person christian psychologist physicist foreigner philosopher mathematician
distilbert-base-uncased,289,Someone who studies science can be called a [MASK].,scientist,7155,role,role:studies_science,t1,correct,1,scientist,0.4158952453071146,scientist physicist biologist mathematician professor researcher psychologist philosopher
distilbert-base-uncased,290,A person who cooks food is a [MASK].,chef,10026,role,role:cooks_food,t0,error,3,vegetarian,0.5974123042792545,vegetarian cook chef baker person slave farmer woman
distilbert-base-uncased,291,Someone who cooks food can be called a [MASK].,chef,10026,role,role:cooks_food,t1,correct,1,chef,0.4632479994441889,chef cook waiter baker vegetarian butcher waitress maid
distilbert-base-uncased,292,A person who flies planes is a [MASK].,pilot,4405,role,role:flies_planes,t0,correct,1,pilot,0.2139285763157641,pilot fly bird kite magician person glider superhero
distilbert-base-uncased,293,Someone who flies planes can be called a [MASK].,pilot,4405,role,role:flies_planes,t1,correct,1,pilot,0.431467415203805,pilot fly navigator flyer fighter bird plane hawk
distilbert-base-uncased,294,A person who paints pictures is a [MASK].,artist,3063,role,role:paints_pictures,t0,error,7,painter,0.5238015971468821,painter photographer sculptor cartoonist person celebrity artist magician
distilbert-base-uncased,295,Someone who paints pictures can be called a [MASK].,artist,3063,role,role:paints_pictures,t1,error,5,painter,0.5345463044405114,painter photographer cartoonist designer artist sculptor teacher magician
distilbert-base-uncased,296,A person who plays music is a [MASK].,musician,5455,role,role:plays_music,t0,correct,1,musician,0.5759977561024064,musician composer performer singer conductor pianist violinist songwriter
distilbert-base-uncased,297,Someone who plays music can be called a [MASK].,musician,5455,role,role:plays_music,t1,correct,1,musician,0.5029693481085693,musician composer pianist performer singer violinist soloist conductor
distilbert-base-uncased,298,A person who treats patients is a [MASK].,doctor,3460,role,role:treats_patients,t0,error,2,physician,0.3573993973816168,physician doctor specialist nurse surgeon healer patient psychiatrist
distilbert-base-uncased,299,Someone who treats patients can be called a [MASK].,doctor,3460,role,role:treats_patients,t1,correct,1,doctor,0.2286335633792293,doctor nurse specialist physician surgeon healer consultant therapist
distilbert-base-uncased,300,A person who acts in films is a [MASK].,actor,3364,role,role:acts_in_films,t0,error,6,filmmaker,0.1490723296051793,filmmaker director comedian performer villain actor producer cinematographer
distilbert-base-uncased,301,Someone who acts in films can be called a [MASK].,actor,3364,role,role:acts_in_films,t1,error,16,villain,0.2394937647916829,villain director clown spy comedian producer performer thief
distilbert-base-uncased,302,A salmon is a [MASK].,fish,3869,animal_class,animal_class:salmon,t0,correct,1,fish,0.3586333639731992,fish salmon fishery surname trout snake bird river
distilbert-base-uncased,303,The salmon is classified as a [MASK].,fish,3869,animal_class,animal_class:salmon,t1,error,12,fishery,0.2811443386345745,fishery subspecies concern weed endangered trout pest vulnerable
distilbert-base-uncased,304,A trout is a [MASK].,fish,3869,animal_class,animal_class:trout,t0,correct,1,fish,0.3698643938023203,fish trout fishery surname salmon bird predator species
distilbert-base-uncased,305,The trout is classified as a [MASK].,fish,3869,animal_class,animal_class:trout,t1,error,14,concern,0.1652371219710488,concern fishery vulnerable endangered subspecies weed rare migratory
distilbert-base-uncased,306,A sparrow is a [MASK].,bird,4743,animal_class,animal_class:sparrow,t0,correct,1,bird,0.5984048015308175,bird sparrow parrot feather lark pigeon dog hawk
distilbert-base-uncased,307,The sparrow is classified as a [MASK].,bird,4743,animal_class,animal_class:sparrow,t1,error,9,subspecies,0.6632795765361013,subspecies vulnerable pest endangered priority species threatened concern
distilbert-base-uncased,308,A eagle is a [MASK].,bird,4743,animal_class,animal_class:eagle,t0,correct,1,bird,0.5759071055374562,bird constellation symbol falcon butterfly feather raven hawk
distilbert-base-uncased,309,The eagle is classified as a [MASK].,bird,4743,animal_class,animal_class:eagle,t1,error,2,subspecies,0.6607475303609242,subspecies bird pest species butterfly lion predator monument
distilbert-base-uncased,318,A shark is a [MASK].,fish,3869,animal_class,animal_class:shark,t0,error,3,predator,0.2707521952947751,predator shark fish mammal creature snake whale dog
distilbert-base-uncased,319,The shark is classified as a [MASK].,fish,3869,animal_class,animal_class:shark,t1,error,8,subspecies,0.4085844050032561,subspecies species vulnerable predator juvenile shark endangered fish
distilbert-base-uncased,320,A whale is a [MASK].,mammal,25476,animal_class,animal_class:whale,t0,error,2,whale,0.3928435120412276,whale mammal predator shark creature dog fish dolphin
distilbert-base-uncased,321,The whale is classified as a [MASK].,mammal,25476,animal_class,animal_class:whale,t1,error,6,subspecies,0.486728038682403,subspecies species endangered fossil vulnerable mammal whale fishery
distilbert-base-uncased,322,A dolphin is a [MASK].,mammal,25476,animal_class,animal_class:dolphin,t0,error,3,dolphin,0.4076351142803628,dolphin whale mammal bird fish dog shark creature
distilbert-base-uncased,323,The dolphin is classified as a [MASK].,mammal,25476,animal_class,animal_class:dolphin,t1,error,16,subspecies,0.4997521319102352,subspecies species endangered vulnerable dolphin rare sanctuary fossil
distilbert-base-uncased,324,A spider is a [MASK].,insect,14211,animal_class,animal_class:spider,t0,error,32,spider,0.2908082454863889,spider predator wasp snake mammal parasite bird lizard
distilbert-base-uncased,325,The spider is classified as a [MASK].,insect,14211,animal_class,animal_class:spider,t1,error,333,subspecies,0.597097256305953,subspecies pest parasite vulnerable species threat nocturnal predator
distilbert-base-uncased,326,Hamlet was written by [MASK].,shakespeare,8101,culture,culture:hamlet,t0,correct,1,shakespeare,0.7431694765380472,shakespeare hamlet handel mozart fletcher lear byron shaw
distilbert-base-uncased,327,The author of Hamlet was [MASK].,shakespeare,8101,culture,culture:hamlet,t1,error,4,unknown,0.2604928280037967,unknown hamlet unnamed shakespeare anonymous william john thomas
distilbert-base-uncased,328,The Mona Lisa was painted by [MASK].,leonardo,14720,culture,culture:mona_lisa,t0,error,3,raphael,0.313945996673104,raphael michelangelo leonardo picasso vinci handel bach mozart
distilbert-base-uncased,329,[MASK] painted the Mona Lisa.,leonardo,14720,culture,culture:mona_lisa,t1,error,8,he,0.2138249316180419,he she raphael michelangelo picasso bach mozart leonardo
distilbert-base-uncased,330,The theory of relativity is associated with [MASK].,einstein,15313,culture,culture:relativity,t0,error,5,relativity,0.4846257579061572,relativity gravity symmetry evolution einstein schizophrenia geometry entropy
distilbert-base-uncased,331,[MASK] is famous for relativity.,einstein,15313,culture,culture:relativity,t1,error,2,it,0.1477690832833832,it einstein iceland tibet china newton russia jordan
distilbert-base-uncased,332,Isaac [MASK] described gravity.,newton,8446,culture,culture:gravity,t0,correct,1,newton,0.991973379313758,newton watts einstein ##son kepler darwin galileo marsden
distilbert-base-uncased,333,Gravity is famously linked to Newton and the apple; his surname was [MASK].,newton,8446,culture,culture:gravity,t1,correct,1,newton,0.8420470651723926,newton adam einstein lawrence kepler milton berkeley darwin
distilbert-base-uncased,334,Romeo and [MASK] are Shakespeare characters.,juliet,13707,culture,culture:romeo,t0,correct,1,juliet,0.9972879360571772,juliet juliette hamlet venus cleopatra julia romeo delilah
distilbert-base-uncased,335,The title pair is Romeo and [MASK].,juliet,13707,culture,culture:romeo,t1,correct,1,juliet,0.9942566310726536,juliet juliette delilah venus cleopatra romeo julia judy
distilbert-base-uncased,336,Sherlock [MASK] is a fictional detective.,holmes,9106,culture,culture:sherlock,t0,correct,1,holmes,0.9903212463314512,holmes watson doyle sherlock jones frost baker hyde
distilbert-base-uncased,337,The detective Sherlock has surname [MASK].,holmes,9106,culture,culture:sherlock,t1,error,3,watson,0.3789895968371269,watson ##s holmes sherlock doyle variations williams clarke
distilbert-base-uncased,338,The Odyssey is attributed to [MASK].,homer,11525,culture,culture:odyssey,t0,correct,1,homer,0.3701762488939024,homer plato aristotle socrates ptolemy achilles virgil moses
distilbert-base-uncased,339,[MASK] is traditionally credited with the Odyssey.,homer,11525,culture,culture:odyssey,t1,correct,1,homer,0.4463711318574982,homer ptolemy aristotle tolkien plato virgil moses solomon
distilbert-base-uncased,340,Charles Darwin is associated with [MASK].,evolution,6622,culture,culture:darwin,t0,error,2,darwin,0.2054207397369055,darwin evolution him slavery venus christianity mercury it
distilbert-base-uncased,341,Darwin is famous for the theory of [MASK].,evolution,6622,culture,culture:darwin,t1,correct,1,evolution,0.7762613569698474,evolution relativity gravity selection probability inheritance insanity chromosomes
distilbert-base-uncased,342,Grass is usually [MASK].,green,2665,common,common:grass,t0,error,2,cultivated,0.1460466673719402,cultivated green abundant grass deciduous eaten sparse perennial
distilbert-base-uncased,343,The usual color of grass is [MASK].,green,2665,common,common:grass,t1,error,4,yellow,0.2137266215383578,yellow purple orange green yellowish reddish white red
distilbert-base-uncased,344,The sky is often [MASK].,blue,2630,common,common:sky,t0,error,2,cloudy,0.3580213684341497,cloudy blue stormy dark clear black grey purple
distilbert-base-uncased,345,The usual color of a clear sky is [MASK].,blue,2630,common,common:sky,t1,correct,1,blue,0.2507009171948761,blue yellow purple white orange violet black red
distilbert-base-uncased,346,People drink coffee from a [MASK].,cup,2452,common,common:coffee,t0,error,26,starbucks,0.1397839005260138,starbucks cafe pub pot bar mug restaurant refrigerator
distilbert-base-uncased,347,A common container for coffee is a [MASK].,cup,2452,common,common:coffee,t1,error,3,container,0.0986494923208004,container jar cup mug kettle bean refrigerator pot
distilbert-base-uncased,348,People usually sleep in a [MASK].,bed,2793,common,common:sleep,t0,error,4,cave,0.3660782540033436,cave tent motel bed dormitory basement room hut
distilbert-base-uncased,349,A person sleeps in a [MASK].,bed,2793,common,common:sleep,t1,error,2,cave,0.308564378185741,cave bed room tent dream coma bedroom closet
distilbert-base-uncased,350,Fish usually swim in [MASK].,water,2300,common,common:fish_swim,t0,correct,1,water,0.2006563321413194,water pairs rivers streams groups burrows currents nets
distilbert-base-uncased,351,[MASK] is where fish swim.,water,2300,common,common:fish_swim,t1,error,14,this,0.2461878135177511,this it fishing spawning freshwater upstream here aquarium
distilbert-base-uncased,352,Bread is made from [MASK].,flour,13724,common,common:bread,t0,correct,1,flour,0.2752330092007093,flour wheat barley rye potatoes yeast dough rice
distilbert-base-uncased,353,[MASK] is a main ingredient in bread.,flour,13724,common,common:bread,t1,error,4,garlic,0.1991573421297049,garlic onion salt flour sugar butter ginger wheat
distilbert-base-uncased,354,Milk often comes from a [MASK].,cow,11190,common,common:milk,t0,correct,1,cow,0.4105790682615803,cow goat dish dairy milk spring barrel trough
distilbert-base-uncased,355,A [MASK] produces milk.,cow,11190,common,common:milk,t1,correct,1,cow,0.3303904029765213,cow dairy goat farmer farm pig family donkey
distilbert-base-uncased,356,A rose is a [MASK].,flower,6546,common,common:rose,t0,correct,1,flower,0.5595191652818101,flower rose daisy shrub perennial vase feather wreath
distilbert-base-uncased,357,The rose is a kind of [MASK].,flower,6546,common,common:rose,t1,error,2,rose,0.3067119354842054,rose flower orchid roses lily perfume jasmine cactus
google/bert_uncased_L-2_H-128_A-2,0,The capital of France is [MASK].,paris,3000,capital,capital:france,t0,error,29,france,0.4245012627571194,france spain germany algeria canada commune italy belgium
google/bert_uncased_L-2_H-128_A-2,1,France's capital city is [MASK].,paris,3000,capital,capital:france,t1,error,22,spain,0.3542091475258362,spain france canada ##fahan germany algeria located italy
google/bert_uncased_L-2_H-128_A-2,2,"In France, the capital city is [MASK].",paris,3000,capital,capital:france,t2,error,31,spain,0.3949107483284507,spain france germany algeria italy ##fahan canada luxembourg
google/bert_uncased_L-2_H-128_A-2,3,The capital of Germany is [MASK].,berlin,4068,capital,capital:germany,t0,error,25,germany,0.7428396931599215,germany hungary poland switzerland austria german spain russia
google/bert_uncased_L-2_H-128_A-2,4,Germany's capital city is [MASK].,berlin,4068,capital,capital:germany,t1,error,31,germany,0.4911882517656958,germany spain ##fahan sweden russia france poland hungary
google/bert_uncased_L-2_H-128_A-2,5,"In Germany, the capital city is [MASK].",berlin,4068,capital,capital:germany,t2,error,34,germany,0.506162325488387,germany spain hungary poland ##fahan russia france italy
google/bert_uncased_L-2_H-128_A-2,6,The capital of Italy is [MASK].,rome,4199,capital,capital:italy,t0,error,22,italy,0.3422040598068595,italy spain brazil croatia germany france italian found
google/bert_uncased_L-2_H-128_A-2,7,Italy's capital city is [MASK].,rome,4199,capital,capital:italy,t1,error,24,spain,0.4195546176118878,spain italy ##fahan madrid germany located france barcelona
google/bert_uncased_L-2_H-128_A-2,8,"In Italy, the capital city is [MASK].",rome,4199,capital,capital:italy,t2,error,24,spain,0.3916632260677329,spain italy germany croatia serbia hungary france located
google/bert_uncased_L-2_H-128_A-2,9,The capital of Spain is [MASK].,madrid,6921,capital,capital:spain,t0,error,17,spain,0.7616408604825604,spain portugal brazil italy france spanish catalonia asturias
google/bert_uncased_L-2_H-128_A-2,10,Spain's capital city is [MASK].,madrid,6921,capital,capital:spain,t1,error,4,spain,0.6651455608224645,spain barcelona valencia madrid ##fahan asturias spanish catalonia
google/bert_uncased_L-2_H-128_A-2,11,"In Spain, the capital city is [MASK].",madrid,6921,capital,capital:spain,t2,error,9,spain,0.71279703586816,spain valencia ##fahan barcelona mexico asturias catalonia italy
google/bert_uncased_L-2_H-128_A-2,12,The capital of Japan is [MASK].,tokyo,5522,capital,capital:japan,t0,error,29,japan,0.4447858984662321,japan china india taiwan ##fahan extinct brazil limited
google/bert_uncased_L-2_H-128_A-2,13,Japan's capital city is [MASK].,tokyo,5522,capital,capital:japan,t1,error,10,japan,0.2296140230759187,japan ##fahan china located spain city taiwan capital
google/bert_uncased_L-2_H-128_A-2,14,"In Japan, the capital city is [MASK].",tokyo,5522,capital,capital:japan,t2,error,16,japan,0.2479004153489266,japan ##fahan china spain located iran city mexico
google/bert_uncased_L-2_H-128_A-2,15,The capital of China is [MASK].,beijing,7211,capital,capital:china,t0,error,20,china,0.6539703122046543,china ##fahan taiwan iran india japan myanmar province
