subspace,k,layer,scalar_distance_z,rho_adjusted_abs_diff,left_prompt_id,right_prompt_id,left_condition,right_condition,left_rho_adjusted,right_rho_adjusted,left_prompt,right_prompt,left_target,right_target,left_final_top1,right_final_top1,left_entropy_topk,right_entropy_topk,left_varentropy_topk,right_varentropy_topk,left_top1_prob_topk_layer,right_top1_prob_topk_layer,left_trace_fim_full,right_trace_fim_full
state_pca,1,4,0.1383564740121779,0.31068651511057765,231,237,error,error,0.285585018697496,-0.0251014964130817,Early has the opposite meaning of [MASK].,More than one foot are called [MASK].,late,feet,vowels,toes,3.407156402043915,3.392419224569018,0.1297447621004197,0.1648768048466752,0.0795350703103876,0.0717591853971905,11.959166956808758,11.754788206942274
delta_pca,8,1,0.12402466604424502,0.3105917879450946,67,226,correct,error,0.0545544681226232,-0.2560373198224714,Iran's capital city is [MASK].,The opposite of fast is [MASK].,tehran,slow,tehran,fast,3.379607801617084,3.393519571002188,0.2001593066426492,0.1644083967900445,0.0888088617430084,0.0853753949581414,42.195685823185016,42.22986688581384
state_pca,2,3,0.14987571579199607,0.31019102316465463,226,234,error,error,0.2679324310105,-0.0422585921541546,The opposite of fast is [MASK].,The plural of mouse is [MASK].,slow,mice,fast,mouse,3.282985090615792,3.2613626510837097,0.4023853314904833,0.45048916265854,0.1220274553542467,0.1333566631180268,19.24551828920208,18.9216852084417
delta_pca,8,1,0.07938139451524222,0.3101839724159282,212,242,error,error,-0.1977883250505302,0.112395647365398,The opposite of hot is [MASK].,The plural of man is [MASK].,cold,men,hot,masculine,3.4123068614602454,3.4037083264942174,0.1154019632314473,0.1322069016705284,0.0675175349652279,0.0663843833262813,43.98913520219548,44.28565405530614
state_pca,16,3,0.16426147167039382,0.3101619024212951,36,78,correct,correct,-0.2083759780307605,0.1017859243905346,The capital of Finland is [MASK].,The capital of Lebanon is [MASK].,helsinki,beirut,helsinki,beirut,3.332742681761744,3.3744979841235776,0.2778056751005888,0.1936563984371746,0.0851005172114197,0.0753661117031428,17.717583947530073,17.647873840761374
state_pca,1,2,0.18581167307885135,0.3100410539580076,87,124,correct,correct,0.3113995669769778,0.0013585130189702,The capital of Peru is [MASK].,The language of Greece is [MASK].,lima,greek,lima,greek,3.3088865993046275,3.3022254186438,0.3746247017192597,0.350408141358246,0.1308632553084779,0.1130886184531854,28.30745275653452,27.827339286731902
state_pca,8,1,0.1581732124221656,0.3099587039545873,18,220,correct,error,0.1204824728289935,-0.1894762311255938,The capital of Russia is [MASK].,The opposite of yes is [MASK].,moscow,no,moscow,yes,3.413248783735999,3.39354578753904,0.1108895028021995,0.1520423958704091,0.0632506336598866,0.0649922011283277,44.998823360110805,44.71016959982906
state_pca,8,2,0.21250951048559402,0.3098935167693142,229,290,error,error,-0.0701949829427325,0.2396985338265817,Happy has the opposite meaning of [MASK].,The Mona Lisa was painted by [MASK].,sad,leonardo,happiness,raphael,3.316684102910431,3.332975026069452,0.3427908272218393,0.2999075630451197,0.0957329857076606,0.0988745050787555,26.082736527420064,25.16430209983582
delta_forward_1d,1,2,0.21286384327565827,0.3098883407042039,254,271,correct,error,-0.0464659315165652,0.2634224091876387,A person who drives a bus is a [MASK].,Someone who acts in films can be called a [MASK].,driver,actor,driver,villain,3.3555901236676027,3.3683209948127595,0.2366046129667897,0.2097766082130176,0.0881959351831129,0.0792345686379725,24.515481847772207,23.618559906467183
delta_pca,8,1,0.10912604354647838,0.3098166092439765,67,289,correct,error,0.0545544681226232,-0.2552621411213533,Iran's capital city is [MASK].,The author of Hamlet was [MASK].,tehran,shakespeare,tehran,unknown,3.379607801617084,3.391150826776057,0.2001593066426492,0.1700843010130159,0.0888088617430084,0.0866959374160138,42.195685823185016,42.48023542709613
delta_pca,16,4,0.16721740963214013,0.30972018092028786,48,197,correct,error,0.1979755438670006,-0.1117446370532873,The capital of Hungary is [MASK].,The sum of two and two is [MASK].,budapest,four,budapest,zero,3.3600153410260942,3.329314598003984,0.2326186305915625,0.2974598447814647,0.0752685450336209,0.0864781210302562,9.75645722376423,9.905921279877957
state_pca,16,4,0.12195547715517066,0.3095262859397431,6,42,error,correct,0.164631764699505,-0.1448945212402381,The capital of Italy is [MASK].,The capital of Sweden is [MASK].,rome,stockholm,turin,stockholm,3.379707509354892,3.370173561960577,0.1835486807505139,0.2039273691722471,0.0722694333697191,0.0727260723593433,9.64917164865964,9.431539951813765
delta_pca,1,2,0.19766947113247013,0.30930994302213455,94,295,correct,correct,0.1371085589548721,-0.1722013840672625,Cuba's capital city is [MASK].,Gravity is famously linked to Newton and the apple; his surname was [MASK].,havana,newton,havana,newton,3.0109427125489505,3.0257839908890656,1.2469481227126022,1.1849191987851144,0.2694402439880305,0.2604176210971566,25.695794530037865,26.41717521617729
state_pca,16,1,0.15358316252790674,0.30884224874060606,75,105,correct,correct,0.143172289813374,-0.1656699589272321,The capital of Jordan is [MASK].,The capital of Pakistan is [MASK].,amman,islamabad,amman,islamabad,3.4075794612837536,3.4197489128085388,0.1280943949876752,0.1086473848979267,0.0736289584575918,0.0811562486656514,44.32193274813531,43.76585289688701
delta_forward_1d,1,4,0.09354935419289655,0.3086451279293905,168,302,error,error,-0.0169506459193088,0.2916944820100817,The currency of Brazil is the [MASK].,Charles Darwin is associated with [MASK].,real,evolution,dollar,darwin,3.31507611423866,3.307345638336453,0.3453210845062341,0.3647264122315358,0.1065444484007911,0.1178803035575522,10.986160002359377,10.9691855904086
delta_pca,4,1,0.06531070246773506,0.3086156737237677,252,256,correct,error,-0.0011264830496187,0.307489190674149,A person who teaches is a [MASK].,A person who writes books is a [MASK].,teacher,author,teacher,writer,3.289875053559405,3.283844364253735,0.411771864749528,0.4228357363747461,0.129295293999766,0.1279534002136793,34.25097554515794,33.950585542119924
delta_pca,16,1,0.1567929351416435,0.3079819371962441,79,289,correct,error,0.0758796738891013,-0.2321022633071428,Lebanon's capital city is [MASK].,The author of Hamlet was [MASK].,beirut,shakespeare,beirut,unknown,3.3748927798213595,3.391150826776057,0.2117670549086018,0.1700843010130159,0.0925081267236046,0.0866959374160138,42.29824644535064,42.48023542709613
state_pca,4,2,0.1941396910785259,0.3077088837139135,272,279,correct,error,0.26247887802192,-0.0452300056919935,A salmon is a [MASK].,The eagle is classified as a [MASK].,fish,bird,fish,subspecies,3.371810022085261,3.4106581482538827,0.2032904058125191,0.1258033094922232,0.0716899281454912,0.0780493834759845,26.21773665184,25.733817260605537
delta_pca,2,1,0.07943050160634588,0.30764424433387977,154,264,error,error,-0.0489633305770806,0.2586809137567992,Thailand is located in [MASK].,A person who paints pictures is a [MASK].,asia,artist,myanmar,painter,3.339108195526275,3.3325811995612367,0.2864468902791466,0.2954918359988212,0.0987650575323348,0.0968356321755086,34.158048052900135,34.56524588636596
delta_pca,4,1,0.16330718672531186,0.3076029110429262,146,264,error,error,-0.1486732886915229,0.1589296223514033,Poland is located in [MASK].,A person who paints pictures is a [MASK].,europe,artist,ukraine,painter,3.3492846978477866,3.3325811995612367,0.2583418658767897,0.2954918359988212,0.0913141579997523,0.0968356321755086,34.113591845397785,34.56524588636596
state_pca,16,4,0.12501834946843884,0.3072772490259617,42,66,correct,correct,-0.1448945212402381,0.1623827277857236,The capital of Sweden is [MASK].,The capital of Iran is [MASK].,stockholm,tehran,stockholm,tehran,3.370173561960577,3.3951877777122927,0.2039273691722471,0.1476563158135754,0.0727260723593433,0.0631708179242765,9.431539951813765,9.460333085073536
delta_pca,2,1,0.07803721332598122,0.3070590616384291,152,266,error,correct,-0.0589743859960218,0.2480846756424073,India is located in [MASK].,A person who plays music is a [MASK].,asia,musician,pakistan,musician,3.3191611068498297,3.3246823709926585,0.3401893914267679,0.3140031282395365,0.1078216184453459,0.1056949645739049,34.144760447581305,34.3405329483268
delta_forward_1d,1,2,0.12924041873259642,0.3066980002311641,252,290,correct,error,-0.0574008859754751,0.249297114255689,A person who teaches is a [MASK].,The Mona Lisa was painted by [MASK].,teacher,leonardo,teacher,raphael,3.3374257505759224,3.332975026069452,0.2731293526701581,0.2999075630451197,0.0871657038885947,0.0988745050787555,24.82173582793186,25.16430209983582
delta_pca,16,4,0.11660603234536265,0.30664036559738206,37,264,correct,error,-0.1025931603208998,0.2040472052764823,Finland's capital city is [MASK].,A person who paints pictures is a [MASK].,helsinki,artist,helsinki,painter,3.378839101600123,3.3597759426600806,0.1935316245823428,0.2326167754165861,0.0869918685561156,0.0845267673043536,8.579615690601154,8.412806007871783
delta_pca,4,1,0.11791788244016028,0.3062103938318873,148,264,error,error,-0.147280771480484,0.1589296223514033,China is located in [MASK].,A person who paints pictures is a [MASK].,asia,artist,taiwan,painter,3.331026143042201,3.3325811995612367,0.3120687957239544,0.2954918359988212,0.0958404246416738,0.0968356321755086,33.82470055725038,34.56524588636596
state_pca,8,1,0.1321007662228295,0.3061734907330003,28,305,correct,error,0.2177086745666864,-0.0884648161663139,Portugal's capital city is [MASK].,The usual color of grass is [MASK].,lisbon,green,lisbon,yellow,3.326024893651548,3.31779844369807,0.3373684900005912,0.3598024101317955,0.114978052442943,0.1204321579419266,41.56762415343897,42.14920019727788
delta_pca,16,1,0.1440161166719562,0.3057042068470793,193,279,correct,error,0.1977662810143521,-0.1079379258327272,Spiders are known for spinning a [MASK].,The eagle is classified as a [MASK].,web,bird,web,subspecies,3.390698488090444,3.392707821153868,0.1675041581460779,0.1586457780362723,0.0740453793970557,0.0748301138271836,33.956822404587214,34.90337798990954
state_pca,16,1,0.10048939392620627,0.30552438368035884,230,246,error,error,-0.2356755433479618,0.069848840332397,The opposite of early is [MASK].,The plural of person is [MASK].,late,people,unknown,plural,3.4099014137103083,3.406606060163892,0.1185510518655778,0.1246153407086142,0.0586994819719586,0.0610098816298722,43.035966782712805,42.41552244324451
delta_pca,16,4,0.12433132994331732,0.3053855756426846,213,237,error,error,0.2214627107803188,-0.0839228648623658,Hot has the opposite meaning of [MASK].,More than one foot are called [MASK].,cold,feet,hot,toes,3.4124033492499444,3.392419224569018,0.1232887612266299,0.1648768048466752,0.0833808826489549,0.0717591853971905,11.82850113111474,11.754788206942274
delta_forward_1d,1,4,0.1548009479609677,0.30520773957140457,266,300,correct,correct,0.2515906601557541,-0.0536170794156505,A person who plays music is a [MASK].,The Odyssey is attributed to [MASK].,musician,homer,musician,homer,3.3561403443023363,3.347710508939283,0.2677721966735306,0.2620896996805995,0.1114812153106271,0.0919468102072536,8.754698611577354,8.80677477551971
delta_pca,16,5,0.29507732476966103,0.3048955181587652,189,244,correct,error,-0.1516950809384978,0.1532004372202674,[MASK] is pumped by the heart.,The plural of woman is [MASK].,blood,women,blood,feminine,3.1011032692937173,3.133126007425824,0.7123862528412762,0.6672708597033672,0.1414915367807363,0.1289610358718081,9.18267961033009,9.990834388514838
state_pca,16,4,0.1183105249889667,0.3048721618904803,229,237,error,error,0.240476316709194,-0.0643958451812863,Happy has the opposite meaning of [MASK].,More than one foot are called [MASK].,sad,feet,happiness,toes,3.415248606821088,3.392419224569018,0.1148146785972091,0.1648768048466752,0.0793312586626516,0.0717591853971905,11.848265367536886,11.754788206942274
delta_pca,16,4,0.12564220095276296,0.3044705384745563,32,36,correct,correct,-0.1522580330821635,0.1522125053923928,"In Austria, the capital city is [MASK].",The capital of Finland is [MASK].,vienna,helsinki,vienna,helsinki,3.334913256762002,3.337148156125816,0.289941318760223,0.2866221738896732,0.1014165407912845,0.0911862092916492,9.258223396621052,9.441307526627462
delta_pca,16,5,0.15456830690636222,0.3042984718150523,192,247,correct,error,-0.1958674491720184,0.1084310226430339,A spider spins a [MASK].,More than one person are called [MASK].,web,people,web,slaves,3.276429079632916,3.254337224266244,0.4136608731121105,0.4674171523422,0.1224897106131733,0.1203290399767159,11.174068411851405,11.57960388053758
state_pca,8,2,0.2022868178888713,0.3041276276963087,272,316,correct,correct,0.2706004986415455,-0.0335271290547632,A salmon is a [MASK].,Milk often comes from a [MASK].,fish,cow,fish,cow,3.371810022085261,3.3655873247849426,0.2032904058125191,0.2107570795910031,0.0716899281454912,0.0733764799677068,26.21773665184,25.28009877156108
state_pca,2,1,0.11148891728367633,0.30407756561339483,4,221,error,error,0.1900271684474683,-0.1140503971659265,Germany's capital city is [MASK].,Yes has the opposite meaning of [MASK].,berlin,no,bonn,yes,3.359508266896052,3.349879461507354,0.2489019394151274,0.2563826646488423,0.0944356277078606,0.0933209222011399,41.52986203076631,40.91357987410237
state_pca,16,6,0.1993879894160521,0.3039243231710199,153,309,error,error,0.14939378714432,-0.1545305360266999,The continent containing India is [MASK].,A common container for coffee is a [MASK].,asia,cup,antarctica,container,3.1578099045845733,3.2454129915835805,0.5536300778941221,0.4486637273105406,0.10077605409319,0.0986497087804556,33.25016563528428,35.03562222582164
delta_pca,1,1,0.16128291236446432,0.3038106164820592,197,235,error,correct,-0.0351220692509774,0.2686885472310818,The sum of two and two is [MASK].,More than one mouse are called [MASK].,four,mice,zero,mice,3.2069476043776683,3.2106235556063023,0.6021534882622241,0.6094341208485736,0.1333851084602076,0.1423686043349515,45.040044550518985,45.770640587117256
delta_forward_1d,1,2,0.19500667300915395,0.30336860286591993,259,271,correct,error,-0.0399461936782812,0.2634224091876387,Someone who studies science can be called a [MASK].,Someone who acts in films can be called a [MASK].,scientist,actor,scientist,villain,3.3671845216061147,3.3683209948127595,0.229890877024521,0.2097766082130176,0.0999804177010774,0.0792345686379725,23.237718670499632,23.618559906467183
state_pca,2,1,0.17858860853372432,0.3033358781662898,271,280,error,error,-0.0825921974851917,0.2207436806810981,Someone who acts in films can be called a [MASK].,A shark is a [MASK].,actor,fish,villain,predator,3.300566416250664,3.3204873299369093,0.3355319159741187,0.319267589163092,0.0841190688122757,0.0920802749368588,38.42226627307194,38.91725050481804
delta_pca,2,1,0.17280230428422386,0.3031778516130431,160,264,error,error,-0.0444969378562439,0.2586809137567992,Nigeria is located in [MASK].,A person who paints pictures is a [MASK].,africa,artist,nigeria,painter,3.3263141325613805,3.3325811995612367,0.3248523806252211,0.2954918359988212,0.1079730018426867,0.0968356321755086,34.15468625879947,34.56524588636596
delta_pca,4,2,0.15195100831014724,0.3029328117799665,28,295,correct,correct,-0.096116784928982,-0.3990495967089485,Portugal's capital city is [MASK].,Gravity is famously linked to Newton and the apple; his surname was [MASK].,lisbon,newton,lisbon,newton,3.035443613205238,3.0257839908890656,1.1640173392643636,1.1849191987851144,0.2564791624285627,0.2604176210971566,25.750562541111503,26.41717521617729
state_pca,2,4,0.16315822979086647,0.3025497733349977,231,265,error,error,0.2476272514397616,-0.0549225218952361,Early has the opposite meaning of [MASK].,Someone who paints pictures can be called a [MASK].,late,artist,vowels,painter,3.407156402043915,3.3822118142363804,0.1297447621004197,0.1834402431833913,0.0795350703103876,0.0867795861783952,11.959166956808758,11.737426912568186
state_pca,16,2,0.20875133602432835,0.3024945167437995,283,308,error,error,0.0516966540049118,-0.2507978627388877,The whale is classified as a [MASK].,People drink coffee from a [MASK].,mammal,cup,subspecies,starbucks,3.4146996150117293,3.4156891432159333,0.1095007763095893,0.1042017188529215,0.0620949158252316,0.0545950786731804,26.092225704650616,25.16367164722324
delta_pca,16,5,0.31350168180433247,0.30249206229587944,193,242,correct,error,-0.1659667526015672,0.1365253096943122,Spiders are known for spinning a [MASK].,The plural of man is [MASK].,web,men,web,masculine,3.0142313122643944,3.053397801734902,0.9678023370938648,0.8648964424047217,0.1640459265509232,0.1603530918393809,11.157899880869428,10.324095025571475
state_pca,16,2,0.20102395450204175,0.3024774610069995,287,303,error,correct,-0.1769989706435035,0.125478490363496,The spider is classified as a [MASK].,Darwin is famous for the theory of [MASK].,insect,evolution,subspecies,evolution,3.4188710758018583,3.37735815047506,0.1018454469699344,0.1911374782177316,0.0663848508730766,0.0718822904240173,25.2948208025,24.863299776005576
delta_pca,4,2,0.20842089285860266,0.3024341558717642,247,307,error,correct,0.0666314488641341,-0.2358027070076301,More than one person are called [MASK].,The usual color of a clear sky is [MASK].,people,blue,slaves,blue,3.092860969587868,3.0573365570362228,0.9185156196349334,0.9938435818087568,0.2161480067055082,0.1986853939358399,29.9148475760023,29.82850796034152
delta_pca,8,1,0.1716722546640773,0.3024318976412771,151,212,error,error,0.1046435725907469,-0.1977883250505302,The continent containing Japan is [MASK].,The opposite of hot is [MASK].,asia,cold,antarctica,hot,3.422670620776764,3.4123068614602454,0.0917957538649217,0.1154019632314473,0.0576221196804049,0.0675175349652279,43.44421179195568,43.98913520219548
state_pca,4,2,0.15140209236947755,0.3022858154649047,195,298,error,correct,-0.1338385833354538,0.1684472321294509,Iron and gold are both [MASK].,Sherlock [MASK] is a fictional detective.,metal,holmes,mined,holmes,3.3193541866462413,3.344388983276155,0.3063826935889941,0.2494809724601448,0.0883821794904094,0.0760634784928202,28.343617248753404,28.46362634394384
state_pca,16,4,0.15949431777649037,0.30143855724349977,45,197,error,error,-0.1608192790516592,0.1406192781918406,The capital of Poland is [MASK].,The sum of two and two is [MASK].,warsaw,four,wrocław,zero,3.3454394739669766,3.329314598003984,0.2643074876196598,0.2974598447814647,0.087119500951972,0.0864781210302562,9.630425390968933,9.905921279877957
state_pca,16,4,0.15330072475482506,0.3013677677870628,101,107,correct,error,-0.1071227479728218,0.194245019814241,"In Tunisia, the capital city is [MASK].","In Pakistan, the capital city is [MASK].",tunis,islamabad,tunis,karachi,3.357649587214467,3.3822005601522003,0.2389588647797557,0.1844364539388616,0.0954619690995027,0.0888893478251801,9.427436972107976,9.226939406400025
state_pca,4,1,0.1382294850738669,0.3012744975398115,157,238,error,error,-0.2127799701452996,0.0884945273945119,The continent containing Egypt is [MASK].,The plural of tooth is [MASK].,africa,teeth,unknown,dental,3.420452311337244,3.402593137514658,0.1018719303176692,0.1362467691354562,0.0717931939226916,0.0687856677961996,43.58248273115853,43.62353978281792
state_pca,2,3,0.04745112307419256,0.301221355498166,292,306,error,error,-0.0908254912776586,0.2103958642205074,The theory of relativity is associated with [MASK].,The sky is often [MASK].,einstein,blue,relativity,cloudy,3.40626246021153,3.3943287348615856,0.1300194309543997,0.1527701315899559,0.0691783613183288,0.0700348802317722,17.37658338839998,17.45343030613268
state_pca,1,3,0.12027394092803693,0.3006891474906239,9,292,correct,error,0.2487684058483622,-0.0519207416422617,The capital of Spain is [MASK].,The theory of relativity is associated with [MASK].,madrid,einstein,madrid,relativity,3.385653893681692,3.40626246021153,0.1837774024958351,0.1300194309543997,0.0801961561461873,0.0691783613183288,17.49454605365647,17.37658338839998
delta_pca,16,1,0.12625954627768415,0.3005180304094748,87,242,correct,error,-0.1263069504991893,0.1742110799102855,The capital of Peru is [MASK].,The plural of man is [MASK].,lima,men,lima,masculine,3.4191165543374447,3.4037083264942174,0.0995281748148779,0.1322069016705284,0.0672334776895015,0.0663843833262813,44.56991801704466,44.28565405530614
delta_pca,4,1,0.17991954125963422,0.3002471166330358,227,274,error,correct,0.3670582008316407,0.0668110841986049,Fast has the opposite meaning of [MASK].,A trout is a [MASK].,slow,fish,fast,fish,3.320727841748484,3.3242013622730218,0.3252897023596932,0.3107607461280216,0.1039566797945318,0.0927326993336643,40.109452283268,39.43628782587712
state_pca,1,2,0.1606711599081591,0.3002374305301066,81,248,correct,error,0.2458206204030913,-0.0544168101270153,The capital of Thailand is [MASK].,The plural of leaf is [MASK].,bangkok,leaves,bangkok,plural,3.3199818472466776,3.290673907024389,0.3484962487271511,0.3750328854364678,0.1252768376096018,0.1116564842271606,27.75533770961499,28.06320221957276
state_pca,16,1,0.18393850001874293,0.3002272718090718,46,226,error,error,0.2230788398325291,-0.0771484319765427,Poland's capital city is [MASK].,The opposite of fast is [MASK].,warsaw,slow,wrocław,fast,3.372868684465124,3.393519571002188,0.2162576652371103,0.1644083967900445,0.0838813332258516,0.0853753949581414,42.67913222982753,42.22986688581384
state_pca,16,4,0.15291329673978146,0.30017906936690053,146,152,error,error,0.1268259720668261,-0.1733530973000744,Poland is located in [MASK].,India is located in [MASK].,europe,asia,ukraine,pakistan,3.39765149998732,3.39102383208175,0.1482771871273984,0.176532307335594,0.0772197252023527,0.0949097996785415,6.226529789999553,6.333825358130458
state_pca,16,1,0.10794488145229664,0.29978117531026793,230,240,error,error,-0.2356755433479618,0.0641056319623061,The opposite of early is [MASK].,The plural of goose is [MASK].,late,geese,unknown,goose,3.4099014137103083,3.404721534128913,0.1185510518655778,0.1292613935275137,0.0586994819719586,0.0664736666806358,43.035966782712805,42.9524321998336
state_pca,1,4,0.11809810158697935,0.2993001277677987,215,265,error,error,0.233675965344635,-0.0656241624231637,Up has the opposite meaning of [MASK].,Someone who paints pictures can be called a [MASK].,down,artist,up,painter,3.407692049849878,3.3822118142363804,0.1345255685499668,0.1834402431833913,0.0869676237064766,0.0867795861783952,11.869539270769458,11.737426912568186
state_pca,2,3,0.13174129778217525,0.2992322315169787,66,306,correct,error,-0.0888363672964713,0.2103958642205074,The capital of Iran is [MASK].,The sky is often [MASK].,tehran,blue,tehran,cloudy,3.3868892226909155,3.3943287348615856,0.1709668248054181,0.1527701315899559,0.0728976118138697,0.0700348802317722,17.030788569154122,17.45343030613268
state_pca,2,4,0.10401093893708248,0.2991787506823857,110,319,correct,error,0.227670185320079,-0.0715085653623067,The language of Germany is [MASK].,The rose is a kind of [MASK].,german,flower,german,rose,3.38676244222388,3.3945009838822795,0.1812500964261921,0.1533045029557673,0.0849008790845826,0.0793766405697771,12.529612306423733,12.369318052060883
state_pca,1,2,0.1649176879718901,0.2990570321164734,39,217,correct,correct,0.2134539752290374,-0.085603056887436,The capital of Norway is [MASK].,Left has the opposite meaning of [MASK].,oslo,right,oslo,right,3.297056047011597,3.3171731990209,0.3994369897144516,0.3632971883970104,0.1294261320215047,0.1200471819579137,27.204763051643667,26.63080731660842
state_pca,16,1,0.06518250226368552,0.29902063342537333,218,246,error,error,-0.2291717930929763,0.069848840332397,The opposite of day is [MASK].,The plural of person is [MASK].,night,people,day,plural,3.4066839540435785,3.406606060163892,0.1292253229777558,0.1246153407086142,0.0650639390678576,0.0610098816298722,42.6689270183042,42.41552244324451
delta_pca,16,5,0.1702177905557004,0.29900557811183137,171,255,error,correct,0.0899557034200267,-0.2090498746918047,People in Britain pay with the [MASK].,Someone who drives a bus can be called a [MASK].,pound,driver,euro,driver,3.305459607593374,3.366929010736427,0.3434487150612899,0.2136670201486584,0.0959678341781673,0.0795473678839524,12.070542681896834,12.043831848985278
state_pca,8,2,0.17355497961361122,0.2984664128343874,193,272,correct,correct,-0.0278659141928419,0.2706004986415455,Spiders are known for spinning a [MASK].,A salmon is a [MASK].,web,fish,web,fish,3.380464391256369,3.371810022085261,0.1829863654973453,0.2032904058125191,0.0726339932311682,0.0716899281454912,25.427328398822045,26.21773665184
delta_forward_1d,1,3,0.11575137830649365,0.2983700770717352,144,146,error,error,0.3363733843963187,0.0380033073245835,Spain is located in [MASK].,Poland is located in [MASK].,europe,europe,spain,ukraine,3.370898441305133,3.382207955957619,0.2160097483062,0.2009248105756002,0.0899989684768496,0.1008834118386371,9.34084546686818,9.07983554545758
state_pca,16,5,0.24340055537440225,0.2983035485359786,239,276,correct,correct,-0.082430286238378,0.2158732622976006,More than one tooth are called [MASK].,A sparrow is a [MASK].,teeth,bird,teeth,bird,3.2987992971845803,3.301611636948631,0.4284604831053832,0.3800679251918111,0.1456203624450953,0.1090697607184512,12.145959716327118,12.638521194137107
delta_pca,16,5,0.2950407701251963,0.2981314837498253,177,192,correct,correct,0.1022640345778069,-0.1958674491720184,People in Italy pay with the [MASK].,A spider spins a [MASK].,euro,web,euro,web,3.2329142856631456,3.276429079632916,0.4971275581926069,0.4136608731121105,0.1087946374684641,0.1224897106131733,11.945981227094329,11.174068411851405
state_pca,4,2,0.14198441128237896,0.2981313426236178,240,298,error,correct,-0.1296841104941669,0.1684472321294509,The plural of goose is [MASK].,Sherlock [MASK] is a fictional detective.,geese,holmes,goose,holmes,3.34081598243778,3.344388983276155,0.2710111027771384,0.2494809724601448,0.0915941637534113,0.0760634784928202,28.672758408657028,28.46362634394384
delta_forward_1d,1,3,0.1978072295572914,0.29812722438579203,235,243,correct,error,0.3170116417672114,0.0188844173814194,More than one mouse are called [MASK].,More than one man are called [MASK].,mice,men,mice,slaves,3.221514716124846,3.2639859881553974,0.6132601417774617,0.4768957191635248,0.1385208403658931,0.1389302310687785,22.74689787043026,22.68339528290704
state_pca,16,2,0.19674614687590442,0.2979800871935297,193,194,correct,error,-0.0985988784232095,0.1993812087703202,Spiders are known for spinning a [MASK].,Gold is a [MASK].,web,metal,web,color,3.380464391256369,3.4231913622007006,0.1829863654973453,0.0945895416609569,0.0726339932311682,0.0693806150019993,25.427328398822045,25.01681078080205
state_pca,8,1,0.12402466604424502,0.2977152735281679,67,226,correct,error,0.1458705870653178,-0.1518446864628501,Iran's capital city is [MASK].,The opposite of fast is [MASK].,tehran,slow,tehran,fast,3.379607801617084,3.393519571002188,0.2001593066426492,0.1644083967900445,0.0888088617430084,0.0853753949581414,42.195685823185016,42.22986688581384
state_pca,8,1,0.16233633934759945,0.2977014969718038,18,161,correct,error,0.1204824728289935,-0.1772190241428103,The capital of Russia is [MASK].,The continent containing Nigeria is [MASK].,moscow,africa,moscow,cameroon,3.413248783735999,3.4275973806398694,0.1108895028021995,0.0880199953796712,0.0632506336598866,0.0708636329619127,44.998823360110805,44.45466599779752
delta_pca,16,1,0.05254861926217301,0.2976694889612669,222,242,error,error,-0.1234584090509814,0.1742110799102855,The opposite of black is [MASK].,The plural of man is [MASK].,white,men,black,masculine,3.3988246518800382,3.4037083264942174,0.1412996531271535,0.1322069016705284,0.0636392902215522,0.0663843833262813,44.38797496145676,44.28565405530614
state_pca,4,2,0.21297892768087903,0.2976654115576255,192,288,correct,correct,-0.1311040499975287,0.1665613615600968,A spider spins a [MASK].,Hamlet was written by [MASK].,web,shakespeare,web,shakespeare,3.377957164556552,3.4051250440463434,0.2011501930895716,0.1469750141642951,0.080182843437886,0.0909396169853676,22.719667258577758,21.97572170992989
state_pca,16,2,0.15140209236947755,0.2973428407468497,195,298,error,correct,-0.1518190160572479,0.1455238246896018,Iron and gold are both [MASK].,Sherlock [MASK] is a fictional detective.,metal,holmes,mined,holmes,3.3193541866462413,3.344388983276155,0.3063826935889941,0.2494809724601448,0.0883821794904094,0.0760634784928202,28.343617248753404,28.46362634394384
state_pca,16,2,0.11260680393105654,0.2973344302693429,130,188,correct,error,0.1629887233526988,-0.1343457069166441,The language of Hungary is [MASK].,The heart pumps [MASK].,hungarian,blood,hungarian,faster,3.308947223321849,3.2988585642892727,0.3515743311332039,0.3801111525159737,0.1206623090638439,0.11696273474423,28.710707015245845,29.16037011563194
state_pca,8,1,0.15727669502782923,0.2971914100901373,64,226,correct,error,0.1453467236272872,-0.1518446864628501,Turkey's capital city is [MASK].,The opposite of fast is [MASK].,ankara,slow,ankara,fast,3.380046419807383,3.393519571002188,0.2038127215511217,0.1644083967900445,0.0919565426140572,0.0853753949581414,42.6130100660551,42.22986688581384
delta_pca,4,2,0.2071880417473041,0.2971142962705784,172,256,correct,error,-0.1171741468373839,0.1799401494331945,The currency of Germany is the [MASK].,A person who writes books is a [MASK].,euro,author,euro,writer,3.3213111833436573,3.2900933519393103,0.3112802602203605,0.3974002405318356,0.0934414060176046,0.098303997464236,22.90363890879869,23.541296609540524
delta_pca,2,1,0.14163777289946206,0.2970480062194879,154,266,error,correct,-0.0489633305770806,0.2480846756424073,Thailand is located in [MASK].,A person who plays music is a [MASK].,asia,musician,myanmar,musician,3.339108195526275,3.3246823709926585,0.2864468902791466,0.3140031282395365,0.0987650575323348,0.1056949645739049,34.158048052900135,34.3405329483268
