model,prompt_id,prompt,target,task,topic,layer,subspace_family,subspace_k,rep,route_role,rho,fisher_output_energy,latent_step_norm,calibration_policy,clean_correct,clean_confidence,clean_target_prob,clean_nll,clean_brier,after_correct,after_confidence,after_target_prob,after_nll,after_brier,delta_confidence,delta_target_prob,delta_nll,delta_brier,accuracy_changed,accuracy_loss,full_vocab_kl,full_vocab_l1,full_vocab_top10_jaccard,full_vocab_top5_jaccard
bert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,4,random,8,0,random_route,0.3926508871898948,0.05,0.4871359795229961,correct_decrease_entropy_error_increase_entropy,0,0.0446668283302645,0.00014632170250818065,8.829702918436913,1.0031999514814873,0,0.041235589565094974,0.00013916675770349137,8.879837648184864,1.0028598636181099,-0.003431238765169528,-7.154944804689284e-06,0.05013472974795086,-0.00034008786337746955,0,0,0.002197639136299761,0.052972404957733435,1.0,1.0
bert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,12,delta_pca,8,0,high_rho_route,0.878906663722358,0.05,0.356826103997988,correct_decrease_entropy_error_increase_entropy,1,0.5112743324022517,0.5112743324022517,0.6708489788168466,0.26814574769337485,1,0.5375704855862303,0.5375704855862303,0.6206953916035074,0.24383731501730743,0.0262961531839786,0.0262961531839786,-0.05015358721333918,-0.024308432676067415,0,0,0.0025118979291258873,0.05827129336030028,1.0,1.0
bert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,8,delta_pca,8,0,low_rho_route,0.3413755587622742,0.05,0.5570070775597349,correct_decrease_entropy_error_increase_entropy,0,0.020208094286198085,0.0005394918097424622,7.524882954581575,1.0018691658232004,0,0.018933485656031698,0.0005131882499851239,7.574867821071175,1.001571767662793,-0.0012746086301663878,-2.6303559757338336e-05,0.04998486648959943,-0.0002973981604073028,0,0,0.002467357064668254,0.05696765530686328,1.0,1.0
bert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,12,random,8,0,random_route,0.7968432254731672,0.05,0.32639100391958964,correct_decrease_entropy_error_increase_entropy,1,0.5112743324022517,0.5112743324022517,0.6708489788168466,0.26814574769337485,1,0.5342185973259261,0.5342185973259261,0.6269501654979361,0.24637791118973518,0.022944264923674407,0.022944264923674407,-0.043898813318910435,-0.02176783650363967,0,0,0.0019940433629509523,0.04863936848287893,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,2,state_pca,8,0,high_rho_route,0.6005248579463222,0.05,0.24914414150214637,correct_decrease_entropy_error_increase_entropy,0,0.08610998242579246,0.08004883088175273,2.5251184444961248,0.8607910620759329,0,0.07937992768036455,0.07406915947018036,2.6027560347980185,0.8701282230509207,-0.006730054745427913,-0.005979671411572365,0.07763759030189377,0.009337160974987824,0,0,0.002408866337807521,0.058460401311351294,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,1,state_pca,8,0,low_rho_route,0.3398887836677352,0.05,0.30690808679106246,correct_decrease_entropy_error_increase_entropy,0,0.03293277426430371,0.016412557071326103,4.109708562050748,0.9724323001672925,0,0.029953194046892416,0.016886885340746813,4.081217973649301,0.9713443823255653,-0.002979580217411293,0.000474328269420711,-0.02849058840144636,-0.0010879178417272373,0,0,0.0015577648762785752,0.04348846244613181,0.8181818181818182,0.6666666666666666
google/bert_uncased_L-2_H-128_A-2,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,1,random,8,0,random_route,0.5064411032774715,0.05,0.3060015858059958,correct_decrease_entropy_error_increase_entropy,0,0.03293277426430371,0.016412557071326103,4.109708562050748,0.9724323001672925,0,0.02964214518180688,0.016178035882982604,4.124100766377796,0.9725028517739909,-0.0032906290824968286,-0.00023452118834349847,0.014392204327048574,7.055160669833249e-05,0,0,0.0015715697268405548,0.0447260546207139,0.8181818181818182,0.6666666666666666
google/bert_uncased_L-2_H-128_A-2,2,The red planet is [MASK].,mars,factual_simple,science,1,state_pca,8,0,high_rho_route,0.2956511328400797,0.05,0.6382089090027083,correct_decrease_entropy_error_increase_entropy,0,0.06986534009550996,0.0006473741539870593,7.342586140057049,1.0117817980396808,0,0.06501628690277966,0.0007422759687800384,7.205789458364501,1.0106860414685799,-0.004849053192730296,9.490181479297917e-05,-0.1367966816925481,-0.0010957565711009476,0,0,0.0027431871545902037,0.05852866237916995,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,2,The red planet is [MASK].,mars,factual_simple,science,2,state_pca,8,0,low_rho_route,0.22927184946720391,0.05,0.3495548115455612,correct_decrease_entropy_error_increase_entropy,0,0.058307365809845836,0.007832368646578942,4.849490305584463,0.9967238621163317,0,0.0543849379066365,0.0074310125566885675,4.902093150037197,0.9969006722896007,-0.003922427903209333,-0.00040135608989037494,0.05260284445273378,0.00017681017326898196,0,0,0.0024590877555378905,0.052962494377902805,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,2,The red planet is [MASK].,mars,factual_simple,science,1,random,8,0,random_route,0.6113914730603094,0.05,0.39755646263520317,correct_decrease_entropy_error_increase_entropy,0,0.06986534009550996,0.0006473741539870593,7.342586140057049,1.0117817980396808,0,0.06233412771887028,0.0006354521957965981,7.361173693143545,1.0096388036138548,-0.00753121237663968,-1.1921958190461135e-05,0.018587553086495845,-0.0021429944258259948,0,0,0.003121558139562694,0.06591455102018115,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,2,delta_pca,8,0,high_rho_route,0.6548351390642807,0.05,0.2127554926678021,correct_decrease_entropy_error_increase_entropy,0,0.04546121081411064,0.01024794908450304,4.580677682735034,0.9895796755234108,0,0.0416032108178678,0.010568491288379228,4.549878224540311,0.9877372645881849,-0.003857999996242839,0.00032054220387618855,-0.030799458194723073,-0.0018424109352258577,0,0,0.0016248804610065688,0.045867719711262245,1.0,0.6666666666666666
google/bert_uncased_L-2_H-128_A-2,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,1,delta_pca,8,0,low_rho_route,0.5603030892090074,0.05,0.5172359132824247,correct_decrease_entropy_error_increase_entropy,0,0.08885235955491147,0.00014462341709208494,8.841377317422447,1.0143326389194272,0,0.0821755373168209,0.0001515048868055574,8.794892677392776,1.0132780270239397,-0.006676822238090574,6.881469713472467e-06,-0.046484640029671453,-0.0010546118954875006,0,0,0.0030130128784047697,0.05830129459208972,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,2,random,8,0,random_route,0.5686525368633246,0.05,0.3143558719347185,correct_decrease_entropy_error_increase_entropy,0,0.04546121081411064,0.01024794908450304,4.580677682735034,0.9895796755234108,0,0.04108330989301626,0.010724501352699617,4.535224309169714,0.9872899781011086,-0.004377900921094385,0.00047655226819657767,-0.0454533735653202,-0.002289697422302117,0,0,0.0027872191203547414,0.063500174692786,1.0,0.6666666666666666
google/bert_uncased_L-2_H-128_A-2,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,2,state_pca,8,0,high_rho_route,0.5114464645390047,0.05,0.29948427102501346,correct_decrease_entropy_error_increase_entropy,0,0.1529790583288279,0.005392535177689446,5.222739656274962,1.0551581531881404,0,0.14008873370160962,0.005181990859744646,5.262565960690813,1.0478296617870804,-0.012890324627218286,-0.00021054431794479984,0.039826304415850444,-0.007328491401060067,0,0,0.004734878189504245,0.07634390391530321,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,1,state_pca,8,0,low_rho_route,0.2469467409741508,0.05,0.6105583793747636,correct_decrease_entropy_error_increase_entropy,0,0.051790317679067756,0.00046925300510436673,7.664368478459842,1.008119452081722,0,0.047070588088447676,0.0004952088440483426,7.610530977205018,1.0073469284127385,-0.0047197295906200795,2.59558389439759e-05,-0.053837501254824005,-0.0007725236689835047,0,0,0.005413987403363008,0.07678465408203371,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,2,random,8,0,random_route,0.673069530895489,0.05,0.48525754476839467,correct_decrease_entropy_error_increase_entropy,0,0.1529790583288279,0.005392535177689446,5.222739656274962,1.0551581531881404,0,0.14076920726352782,0.005111840283618475,5.276195805818605,1.0489857650786325,-0.012209851065300092,-0.00028069489407097064,0.05345614954364297,-0.006172388109507931,0,0,0.004115636016206178,0.0683009317006005,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,2,delta_pca,8,0,high_rho_route,0.5652636292281541,0.05,0.40058068372530314,correct_decrease_entropy_error_increase_entropy,0,0.054082293903353305,0.0060253691355570725,5.111776534169806,0.9972408573424473,0,0.04794643716712425,0.005638256520093456,5.1781803889049725,0.997020066261981,-0.006135856736229052,-0.0003871126154636169,0.06640385473516641,-0.00022079108046624274,0,0,0.0028889602895892296,0.059651046315827086,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,1,delta_pca,8,0,low_rho_route,0.2000932516737987,0.05,0.4180957908695147,correct_decrease_entropy_error_increase_entropy,0,0.06274256400736213,0.0004062460219161721,7.808551616574617,1.010241190367787,0,0.0583118763200782,0.00047077497315212055,7.661130342121681,1.0094437748975287,-0.004430687687283927,6.452895123594847e-05,-0.1474212744529355,-0.0007974154702583558,0,0,0.002288069600920855,0.05201843049518452,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,1,random,8,0,random_route,0.5552279103714616,0.05,0.4786058290065825,correct_decrease_entropy_error_increase_entropy,0,0.06274256400736213,0.0004062460219161721,7.808551616574617,1.010241190367787,0,0.054153436535048345,0.0004707415433888741,7.661201354711844,1.008017647592528,-0.00858912747231378,6.449552147270201e-05,-0.14735026186277267,-0.0022235427752590464,0,0,0.0048760915787817724,0.08278980665496219,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,8,Two plus two equals [MASK].,four,factual_simple,math,1,delta_pca,8,0,high_rho_route,0.4440218250824655,0.05,0.9201484422794503,correct_decrease_entropy_error_increase_entropy,0,0.04772662256966105,0.0006100587667345136,7.401955266528173,1.0088009923838022,0,0.04526402896516642,0.0005965207564979807,7.424396519885053,1.0079218567774253,-0.002462593604494634,-1.3538010236532872e-05,0.022441253356880075,-0.0008791356063768685,0,0,0.007010871681814335,0.08410155054048786,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,8,Two plus two equals [MASK].,four,factual_simple,math,2,delta_pca,8,0,low_rho_route,0.3620047458473066,0.05,0.3591777576574921,correct_decrease_entropy_error_increase_entropy,0,0.06820753819859772,0.012647478559581569,4.370297407029383,0.9911389155701308,0,0.0650021685190934,0.013339632943163938,4.31701575437817,0.989086842153384,-0.0032053696795043135,0.0006921543835823694,-0.05328165265121321,-0.002052073416746736,0,0,0.002487225353265692,0.054412632840453036,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,8,Two plus two equals [MASK].,four,factual_simple,math,1,random,8,0,random_route,0.6422901282718407,0.05,0.41823290392509677,correct_decrease_entropy_error_increase_entropy,0,0.04772662256966105,0.0006100587667345136,7.401955266528173,1.0088009923838022,0,0.04404846599907907,0.0006216181705451387,7.383184527444357,1.007184949036823,-0.0036781565705819794,1.155940381062509e-05,-0.018770739083816324,-0.001616043346979179,0,0,0.0033261889528569287,0.06627690104077275,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,2,delta_pca,8,0,high_rho_route,0.7398575842914598,0.05,0.23744755373104023,correct_decrease_entropy_error_increase_entropy,0,0.3203919147144662,0.0016123742215059923,6.4300475145035,1.1109221650003553,0,0.29788182946739833,0.0016065986276791666,6.433635988401967,1.0966550585630779,-0.02251008524706788,-5.775593826825784e-06,0.0035884738984668374,-0.014267106437277466,0,0,0.002139832635254382,0.05679351546319724,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,1,state_pca,8,0,low_rho_route,0.3217351680482504,0.05,0.7227650489561216,correct_decrease_entropy_error_increase_entropy,0,0.048296856201535524,0.0012626535482884805,6.674539781803447,1.0066836437159092,0,0.04348713928496613,0.0012345705519877985,6.697032100558673,1.0057992298914604,-0.004809716916569395,-2.808299630068195e-05,0.022492318755225504,-0.0008844138244488153,0,0,0.00919015205574679,0.09521236236225708,1.0,0.6666666666666666
google/bert_uncased_L-2_H-128_A-2,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,2,random,8,0,random_route,0.8410866325283403,0.05,0.3724111778691504,correct_decrease_entropy_error_increase_entropy,0,0.3203919147144662,0.0016123742215059923,6.4300475145035,1.1109221650003553,0,0.29676646004348733,0.0015728780668031008,6.454848174246779,1.096243822782522,-0.023625454670978874,-3.949615470289153e-05,0.024800659743278608,-0.014678342217833373,0,0,0.0029655860418988144,0.06187852849305701,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,1,state_pca,8,0,high_rho_route,0.41483764220230507,0.05,0.6609419900785091,correct_decrease_entropy_error_increase_entropy,0,0.08328687182193638,0.001611776548818901,6.430418261863976,1.010662711749107,0,0.07637063759122444,0.00200182725876915,6.2136948861429095,1.0084953367951441,-0.006916234230711943,0.00039005070995024906,-0.2167233757210667,-0.0021673749539627973,0,0,0.004865879408418653,0.0722200046027822,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,2,delta_pca,8,0,low_rho_route,0.33136328311350116,0.05,0.47023403874377856,correct_decrease_entropy_error_increase_entropy,0,0.03518771310953736,0.020851181632481484,3.870344659322487,0.9638764320428477,0,0.033733485334388726,0.0211337556293619,3.8568837239447937,0.9632115125747092,-0.0014542277751486352,0.00028257399688041626,-0.013460935377693328,-0.000664919468138514,0,0,0.002788730371567689,0.05689312333153395,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,2,random,8,0,random_route,0.8012148938601241,0.05,0.3207472868017696,correct_decrease_entropy_error_increase_entropy,0,0.03518771310953736,0.020851181632481484,3.870344659322487,0.9638764320428477,0,0.031516585951161205,0.019470087793449917,3.938875950442817,0.9660027308286974,-0.0036711271583761557,-0.0013810938390315664,0.06853129112032974,0.0021262987858496896,0,0,0.0021677792258387087,0.05254962520846397,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,14,The opposite of day is [MASK].,night,factual_simple,lexical,2,delta_pca,8,0,high_rho_route,0.4074737695661103,0.05,0.3098404141142925,correct_decrease_entropy_error_increase_entropy,0,0.05277821381321407,0.003231124711932957,5.7349249943291385,0.9995762060545904,0,0.04863073520409266,0.0032057556767251883,5.742807435831892,0.9991455508621375,-0.004147478609121409,-2.5369035207768904e-05,0.007882441502753856,-0.00043065519245288897,0,0,0.0024901018889256893,0.05572153305465822,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,14,The opposite of day is [MASK].,night,factual_simple,lexical,1,state_pca,8,0,low_rho_route,0.3175111485538042,0.05,0.7789193104440842,correct_decrease_entropy_error_increase_entropy,0,0.06062163709927379,0.0002913256366275752,8.141068890224316,1.0132872851136587,0,0.05641079045976785,0.00025941686207421117,8.25707428405347,1.0124447425053418,-0.0042108466395059385,-3.1908774553364026e-05,0.11600539382915365,-0.000842542608316954,0,0,0.005859477551200607,0.07469479709790482,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,14,The opposite of day is [MASK].,night,factual_simple,lexical,1,random,8,0,random_route,0.5592888732872244,0.05,0.48565425230943804,correct_decrease_entropy_error_increase_entropy,0,0.06062163709927379,0.0002913256366275752,8.141068890224316,1.0132872851136587,0,0.05304861686853047,0.0003314070815490924,8.012163084615047,1.010841574540178,-0.00757302023074332,4.008144492151719e-05,-0.12890580560926956,-0.0024457105734807527,0,0,0.004538563626952251,0.07888055900090594,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,2,delta_pca,8,0,high_rho_route,0.6262466191791382,0.05,0.29773258652956675,correct_decrease_entropy_error_increase_entropy,0,0.03820814374650209,0.011576149102017609,4.45880840946486,0.980238076348773,0,0.03373806987455817,0.010986714099512431,4.511068545308305,0.9809895566707245,-0.004470073871943918,-0.0005894350025051776,0.052260135843445354,0.0007514803219514921,0,0,0.001597439939340129,0.044123435898600176,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,1,delta_pca,8,0,low_rho_route,0.367637313157384,0.05,0.8243391582787044,correct_decrease_entropy_error_increase_entropy,0,0.052564817168188685,0.002002377336682912,6.213420135987612,1.0068279644488995,0,0.04775395592440423,0.0019409637478862516,6.244570651998918,1.005776565864137,-0.0048108612437844575,-6.141358879666048e-05,0.031150516011306806,-0.0010513985847624419,0,0,0.006702646995723402,0.08499745448095299,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,1,random,8,0,random_route,0.6190661793652371,0.05,0.5151784491245791,correct_decrease_entropy_error_increase_entropy,0,0.052564817168188685,0.002002377336682912,6.213420135987612,1.0068279644488995,0,0.04749516076854365,0.0021157485190098314,6.1583466193978404,1.0049636696708701,-0.005069656399645038,0.00011337118232691932,-0.05507351658977111,-0.0018642947780294072,0,0,0.004058584722592207,0.07449272161437298,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,2,delta_pca,8,0,high_rho_route,0.6065696084976451,0.05,0.28194627930934346,correct_decrease_entropy_error_increase_entropy,0,0.10770279694315207,0.0017554671183521143,6.345020293176543,1.038882819751064,0,0.10238943051672726,0.0018774501394273162,6.277840731574861,1.035102886753717,-0.005313366426424812,0.0001219830210752019,-0.06717956160168193,-0.003779932997346913,0,0,0.002763627691720943,0.059872803825127545,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,1,delta_pca,8,0,low_rho_route,0.24972657665375939,0.05,0.3758600859300802,correct_decrease_entropy_error_increase_entropy,0,0.04168900671305711,0.0019508851763982997,6.239472072790026,1.0031201185286922,0,0.03794022930822187,0.0018601553350981416,6.28709528125046,1.0030790171573831,-0.0037487774048352365,-9.072984130015812e-05,0.04762320846043444,-4.1101371309082424e-05,0,0,0.0022628692832845523,0.051657689452442965,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,2,random,8,0,random_route,0.49679035327229737,0.05,0.3857393837286452,correct_decrease_entropy_error_increase_entropy,0,0.10770279694315207,0.0017554671183521143,6.345020293176543,1.038882819751064,0,0.10297659613649085,0.001561582137708157,6.462055780826195,1.0355523218224907,-0.004726200806661224,-0.00019388498064395717,0.11703548764965177,-0.003330497928573317,0,0,0.0028276600588816323,0.059716329215287946,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,19,Five minus two equals [MASK].,three,factual_deep,math,1,delta_pca,8,0,high_rho_route,0.4599966618777313,0.05,0.9680168446844761,correct_decrease_entropy_error_increase_entropy,0,0.045093919540177885,0.001523420909929242,6.486796874289903,1.006105340529757,0,0.04121002806688955,0.0015211578575681545,6.488283485706909,1.0052113817515562,-0.0038838914732883326,-2.2630523610874323e-06,0.001486611417006678,-0.0008939587782008651,0,0,0.008803360062004533,0.09341434742250876,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,19,Five minus two equals [MASK].,three,factual_deep,math,1,state_pca,8,0,low_rho_route,0.42602537628000464,0.05,0.9905220577431135,correct_decrease_entropy_error_increase_entropy,0,0.045093919540177885,0.001523420909929242,6.486796874289903,1.006105340529757,0,0.041354769724443755,0.0015280831378685802,6.483741180118101,1.0052768431251116,-0.00373914981573413,4.6622279393383065e-06,-0.003055694171801626,-0.0008284974046455229,0,0,0.008166472328788293,0.08935044210149966,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,19,Five minus two equals [MASK].,three,factual_deep,math,1,random,8,0,random_route,0.6401033665495282,0.05,0.4042923555838219,correct_decrease_entropy_error_increase_entropy,0,0.045093919540177885,0.001523420909929242,6.486796874289903,1.006105340529757,0,0.04012334353594835,0.0015844534468788165,6.447515759587524,1.004557319621507,-0.004970576004229538,6.1032536949574574e-05,-0.03928111470237905,-0.001548020908250125,0,0,0.0033067093857665165,0.06604602624434978,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,20,The language of France is [MASK].,french,factual_simple,language,2,delta_pca,8,0,high_rho_route,0.7843022820724264,0.05,0.3155762051436971,correct_decrease_entropy_error_increase_entropy,0,0.2195516515644157,0.08040816619428277,2.5206395383744256,0.9004477585151515,0,0.20123413448415445,0.07642416273333986,2.5714563666680648,0.8999335090902099,-0.018317517080261247,-0.003984003460942909,0.050816828293639205,-0.0005142494249416041,0,0,0.002459348171257849,0.058390937331095995,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,20,The language of France is [MASK].,french,factual_simple,language,1,delta_pca,8,0,low_rho_route,0.20853124161306433,0.05,0.47748958501232924,correct_decrease_entropy_error_increase_entropy,1,0.033569852290601276,0.033569852290601276,3.3941268680415395,0.9402013613035416,1,0.03630861984930517,0.03630861984930517,3.3157001044874654,0.9353026879146222,0.0027387675587038918,0.0027387675587038918,-0.07842676355407407,-0.004898673388919361,0,0,0.002915406050657013,0.059157920762954126,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,20,The language of France is [MASK].,french,factual_simple,language,2,random,8,0,random_route,0.5808729459969418,0.05,0.2628889450864764,correct_decrease_entropy_error_increase_entropy,0,0.2195516515644157,0.08040816619428277,2.5206395383744256,0.9004477585151515,0,0.2027239433781156,0.07798401186669218,2.5512514493710596,0.8978566200416579,-0.016827708186300083,-0.0024241543275905914,0.030611910996634073,-0.0025911384734935705,0,0,0.0019742328362320413,0.05383190588277596,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,22,The plural of person is [MASK].,people,factual_deep,plural,1,delta_pca,8,0,high_rho_route,0.48604599920504143,0.05,0.5041532774343785,correct_decrease_entropy_error_increase_entropy,0,0.09313286162221279,0.002483098138329385,5.99824824914156,1.010917055304314,0,0.08394640603120805,0.002282474885320257,6.082494948701247,1.0095136497324173,-0.009186455591004741,-0.000200623253009128,0.08424669955968689,-0.0014034055718967764,0,0,0.003122883735549549,0.058615330101108164,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,22,The plural of person is [MASK].,people,factual_deep,plural,2,state_pca,8,0,low_rho_route,0.31123966750052257,0.05,0.2847511046156167,correct_decrease_entropy_error_increase_entropy,0,0.04709430789737394,0.00031981976137272544,8.047752966563188,1.0060326258385661,0,0.04455370612626129,0.00032220507446007086,8.040322337934896,1.0057876061105457,-0.0025406017711126494,2.385313087345422e-06,-0.007430628628291913,-0.0002450197280203792,0,0,0.0020307251286302503,0.05073270752983995,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,22,The plural of person is [MASK].,people,factual_deep,plural,1,random,8,0,random_route,0.5926405981461933,0.05,0.4028206508554894,correct_decrease_entropy_error_increase_entropy,0,0.09313286162221279,0.002483098138329385,5.99824824914156,1.010917055304314,0,0.08419785879072213,0.002466747751765277,6.0048546956431315,1.0089643505398946,-0.008935002831490665,-1.6350386564108026e-05,0.006606446501571384,-0.001952704764419444,0,0,0.0020799110635701815,0.051605643236339274,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,2,state_pca,8,0,high_rho_route,0.8663875074807913,0.05,0.2113487250438174,correct_decrease_entropy_error_increase_entropy,0,0.5878296386079928,0.0027868591438941536,5.882840072163499,1.3460103786089819,0,0.558544695372978,0.0027083223968101112,5.911425877543481,1.3129032515126866,-0.029284943235014738,-7.853674708404234e-05,0.0285858053799819,-0.033107127096295264,0,0,0.0023587759771260992,0.059944483930462034,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,1,state_pca,8,0,low_rho_route,0.36190402088752965,0.05,0.5531206330957207,correct_decrease_entropy_error_increase_entropy,0,0.08937151914753985,0.0016443028737653943,6.410438769532068,1.0114928428179035,0,0.0806867272970193,0.0015527041520742406,6.46775725388126,1.0099338648868912,-0.008684791850520554,-9.15987216911537e-05,0.0573184843491914,-0.0015589779310123397,0,0,0.004987778725876987,0.07452638921745695,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,2,random,8,0,random_route,0.7085318082453452,0.05,0.3246675637767676,correct_decrease_entropy_error_increase_entropy,0,0.5878296386079928,0.0027868591438941536,5.882840072163499,1.3460103786089819,0,0.5560180237259976,0.0026759408001037002,5.923454259493111,1.3103648602480333,-0.03181161488199513,-0.00011091834379045335,0.04061418732961197,-0.035645518360948536,0,0,0.003258976718089274,0.06743656543458754,0.6666666666666666,1.0
google/bert_uncased_L-2_H-128_A-2,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,1,state_pca,8,0,high_rho_route,0.42541029925748175,0.05,0.5108839392873067,correct_decrease_entropy_error_increase_entropy,0,0.05072394488287476,0.0028897711138344308,5.8465779793594805,1.00138255247298,0,0.04610002450267463,0.0029096139739862585,5.839734861585727,1.0006695600484858,-0.004623920380200132,1.9842860151827752e-05,-0.006843117773753349,-0.0007129924244941854,0,0,0.003614601407623055,0.06496965617621822,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,2,state_pca,8,0,low_rho_route,0.2892842943004735,0.05,0.22907893509568447,correct_decrease_entropy_error_increase_entropy,0,0.05062588741521142,0.00576793351330368,5.155441405885674,0.9999243226411404,0,0.04586450926488496,0.005713199241710657,5.164976124701663,0.9990302730372619,-0.004761378150326463,-5.4734271593023104e-05,0.009534718815988441,-0.0008940496038785106,0,0,0.0020047389583532707,0.050489643748277774,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,1,random,8,0,random_route,0.5798462692752264,0.05,0.3871796652836421,correct_decrease_entropy_error_increase_entropy,0,0.05072394488287476,0.0028897711138344308,5.8465779793594805,1.00138255247298,0,0.045156601643217976,0.0031849822535781618,5.749308561848522,0.999720786702829,-0.005567343239656783,0.000295211139743731,-0.09726941751095897,-0.0016617657701509803,0,0,0.0030796880269585206,0.06453801788775322,0.8181818181818182,1.0
google/bert_uncased_L-2_H-128_A-2,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,2,state_pca,8,0,high_rho_route,0.7625756399036463,0.05,0.4103001933486473,correct_decrease_entropy_error_increase_entropy,0,0.2659318454955247,0.007189382265370472,4.935150026743984,1.089099911525952,0,0.24912811486495542,0.006916998640001213,4.973773325980564,1.0789512202109335,-0.016803730630569252,-0.00027238362536925916,0.03862329923657981,-0.01014869131501861,0,0,0.0031231366519649155,0.062445670097946104,1.0,1.0
google/bert_uncased_L-2_H-128_A-2,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,1,state_pca,8,0,low_rho_route,0.22550907011286356,0.05,0.3486483756585005,correct_decrease_entropy_error_increase_entropy,0,0.040350699767642655,0.00032962139762703643,8.017565842051228,1.0072301030734632,0,0.03899312300825597,0.000337145989217694,7.994994518990602,1.0068988184906327,-0.0013575767593866847,7.524591590657556e-06,-0.02257132306062637,-0.00033128458283049333,0,0,0.0028470949343127674,0.05703245430822918,1.0,1.0
